,,,,,A,19600,GAM-,2720-3,QUIZ,Page Turner Letters 5,Name the bass staff spaces,,2720,2720
,,,,,A,19650,GAM-,2720-4,CHALLENGE,Page Turner Letters 5,Name the bass staff spaces,,2720,2720
,,,,,A,19700,GAM-,2730-1,LEARN,Page Turner Letters 6,Name the bass staff lines,,2730,2730
,,,,,A,19750,GAM-,2730-2,PLAY,Page Turner Letters 6,Name the bass staff lines,,2730,2730
,,,,,A,19800,GAM-,2730-3,QUIZ,Page Turner Letters 6,Name the bass staff lines,,2730,2730
,,,,,A,19850,GAM-,2730-4,CHALLENGE,Page Turner Letters 6,Name the bass staff lines,,2730,2730
,LIFE,140A,Level 1,Assignment 8,A,19900,GAM-,2060-1,LEARN,Meteor Match 4,Name rhythm symbols - Quarter and half notes; quarter and half rests ,,2060,2060
,,,,,A,19950,GAM-,2060-2,PLAY,Meteor Match 4,Name rhythm symbols - Quarter and half notes; quarter and half rests ,,2060,2060
,,,,,A,20000,GAM-,2060-3,QUIZ,Meteor Match 4,Name rhythm symbols - Quarter and half notes; quarter and half rests ,,2060,2060
,,,,,A,20050,GAM-,3980-2,PLAY,Undersea Intervals 2,Name Intervals - 2nds & 3rds,,3980,3980
,,,,,A,20100,GAM-,3980-3,QUIZ,Undersea Intervals 2,Name Intervals - 2nds & 3rds,,3980,3980
,,,,,A,20150,GAM-,4010-1,LEARN,Will Work for Peanuts 1,"Visually identify 2nds, 3rds, 4ths, & 5ths on the keyboard",,4010,4010
,,,,,A,20200,GAM-,4010-2,PLAY,Will Work for Peanuts 1,"Visually identify 2nds, 3rds, 4ths, & 5ths on the keyboard",,4010,4010
,,,,,A,20250,GAM-,4010-3,QUIZ,Will Work for Peanuts 1,"Visually identify 2nds, 3rds, 4ths, & 5ths on the keyboard",,4010,4010
,,,,,A,20300,GAM-,3090-1,LEARN,Rhythm Pop 3,How many beats? - Adds half and whole rests and ties ,,3090,3090
,,,,,A,20350,GAM-,3090-2,PLAY,Rhythm Pop 3,How many beats? - Adds half and whole rests and ties ,,3090,3090
,,,,,A,20400,GAM-,3090-3,QUIZ,Rhythm Pop 3,How many beats? - Adds half and whole rests and ties ,,3090,3090
,,,,,A,20450,GAM-,0980-1,LEARN,Grand Staff Guide Notes 2,"Read and Play Treble C, Middle C, Bass C ",,0980,980
,,,,,A,20500,GAM-,0980-2,PLAY,Grand Staff Guide Notes 2,"Read and Play Treble C, Middle C, Bass C ",,0980,980
,,,,,A,20550,GAM-,0980-3,QUIZ,Grand Staff Guide Notes 2,"Read and Play Treble C, Middle C, Bass C ",,0980,980
,,,,,A,20600,GAM-,2740-1,LEARN,Page Turner Letters 7,Name the notes of the treble C pentascale,,2740,2740
,,,,,A,20650,GAM-,2740-2,PLAY,Page Turner Letters 7,Name the notes of the treble C pentascale,,2740,2740
,,,,,A,20700,GAM-,2740-3,QUIZ,Page Turner Letters 7,Name the notes of the treble C pentascale,,2740,2740
,,,,,A,20750,GAM-,2590-5,REVIEW,Page Turner Keyboard 3,Read and play the notes Middle CBAGF ,,2590,2590
,,,,,A,20800,GAM-,2610-5,REVIEW,MIDI Page Turner 3,Read and play the notes Middle C down to F ,,2610,2610
,LIFE,145A,Level 1,Assignment 9,A,20850,GAM-,1980-1,LEARN,Melody Pix 3,Listen to a melodic pattern and tell whether it is the same as or different than the written pattern.,,1980,1980
,,,,,A,20900,GAM-,1980-2,PLAY,Melody Pix 3,Listen to a melodic pattern and tell whether it is the same as or different than the written pattern.,,1980,1980
,,,,,A,20950,GAM-,1980-3,QUIZ,Melody Pix 3,Listen to a melodic pattern and tell whether it is the same as or different than the written pattern.,,1980,1980
,,,,,A,21000,GAM-,3280-1,LEARN,Rhythm Writer 3,Place Barlines and do the math in 4-4 time,,3280,3280
,,,,,A,21050,GAM-,3280-2,PLAY,Rhythm Writer 3,Place Barlines and do the math in 4-4 time,,3280,3280
,,,,,A,21100,GAM-,3280-3,QUIZ,Rhythm Writer 3,Place Barlines and do the math in 4-4 time,,3280,3280
,,,,,A,21150,GAM-,3150-1,LEARN,Rhythm Regatta 1,"See 2 rhythms, choose which one you hear.  Quarter, half, dotted half, whole notes.",,3150,3150
,,,,,A,21200,GAM-,3150-2,PLAY,Rhythm Regatta 1,"See 2 rhythms, choose which one you hear.  Quarter, half, dotted half, whole notes.",,3150,3150
,,,,,A,21250,GAM-,3150-3,QUIZ,Rhythm Regatta 1,"See 2 rhythms, choose which one you hear.  Quarter, half, dotted half, whole notes.",,3150,3150
,,,,,A,21300,GAM-,0850-1,LEARN,FloatANote Pentascales 3,Identify the notes of the G Major pentascale - Treble GABCD,,0850,850
,,,,,A,21350,GAM-,0850-2,PLAY,FloatANote Pentascales 3,Identify the notes of the G Major pentascale - Treble GABCD,,0850,850
,,,,,A,21400,GAM-,0850-3,QUIZ,FloatANote Pentascales 3,Identify the notes of the G Major pentascale - Treble GABCD,,0850,850
,,,,,A,21450,GAM-,2770-5,REVIEW,Pattern Reading 1,Read & play Steps and Repeats (treble pitches) ,,2770,2770
,,,,,A,21500,GAM-,2620-1,LEARN,Page Turner Keyboard 4,Read and play the notes of the Treble G Major pentascale-GABCD,,2620,2620
,,,,,A,21550,GAM-,2620-2,PLAY,Page Turner Keyboard 4,Read and play the notes of the Treble G Major pentascale-GABCD,,2620,2620
,,,,,A,21600,GAM-,2620-3,QUIZ,Page Turner Keyboard 4,Read and play the notes of the Treble G Major pentascale-GABCD,,2620,2620
,,,,,A,21650,GAM-,2000-1,LEARN,MIDI Memory Playback 1,Hear and play back random patterns of CDE on the MIDI keyboard,,2000,2000
,,,,,A,21700,GAM-,2000-2,PLAY,MIDI Memory Playback 1,Hear and play back random patterns of CDE on the MIDI keyboard,,2000,2000
,,,,,A,21750,GAM-,2000-3,QUIZ,MIDI Memory Playback 1,Hear and play back random patterns of CDE on the MIDI keyboard,,2000,2000
,LIFE,150A,Level 1,Assignment 10 - Skill Check,A,21800,GAM-,2060-5,REVIEW,Meteor Match 4,Name rhythm symbols - Quarter and half notes; quarter and half rests ,,2060,2060
,,,,,A,21850,GAM-,3090-5,REVIEW,Rhythm Pop 3,How many beats? - Adds half and whole rests and ties ,,3090,3090
,,,,,A,21900,GAM-,0400-5,REVIEW,Catch the Coconut 1,Hear and identify intervals 2nds & 5ths ,,0400,400
,,,,,A,21950,GAM-,3620-5,REVIEW,Staff Birds 7,Hear and play back random patterns of 5 notes C D E F G-- birds on staff,,3620,3620
,,,,,A,22000,GAM-,0710-5,REVIEW,Falling Symbols 2,"Identify music symbols (see the ""Learn"" level of the game)",,0710,710
,,,,,A,22050,GAM-,1980-5,REVIEW,Melody Pix 3,Listen to a melodic pattern and tell whether it is the same as or different than the written pattern.,,1980,1980
,,,,,A,22100,GAM-,4010-5,REVIEW,Will Work for Peanuts 1,"Visually identify 2nds, 3rds, 4ths, & 5ths on the keyboard",,4010,4010
,,,,,A,22150,GAM-,3280-5,REVIEW,Rhythm Writer 3,Place Barlines and do the math in 4-4 time,,3280,3280
,,,,,A,22200,GAM-,3830-5,REVIEW,Time Signature Blimp 1,See a melody and identify the time signature--3-4 and 4-4,,3830,3830
,,,,,A,22250,GAM-,2790-5,REVIEW,Pattern Reading 2,Read & play Steps and Repeats (bass pitches) ,,2790,2790
,LIFE,155A,Level 1,Assignment 11,A,22300,GAM-,1840-1,LEARN,Melody Match 2,Hear a melody and tell which melody matches the one you heard,,1840,1840
,,,,,A,22350,GAM-,1840-2,PLAY,Melody Match 2,Hear a melody and tell which melody matches the one you heard,,1840,1840
,,,,,A,22400,GAM-,1840-3,QUIZ,Melody Match 2,Hear a melody and tell which melody matches the one you heard,,1840,1840
,,,,,A,22450,GAM-,2860-1,LEARN,Pick the Pattern Forte Piano,"Hear, then identify each chord in a 4-chord pattern as forte or piano.",,2860,2860
,,,,,A,22500,GAM-,2860-2,PLAY,Pick the Pattern Forte Piano,"Hear, then identify each chord in a 4-chord pattern as forte or piano.",,2860,2860
,,,,,A,22550,GAM-,2860-3,QUIZ,Pick the Pattern Forte Piano,"Hear, then identify each chord in a 4-chord pattern as forte or piano.",,2860,2860
,,,,,A,22600,GAM-,1060-1,LEARN,Grand Staff Pattern Reading 1,"Read from 3 Guide Notes: Bass F, Middle C, Treble G ",,1060,1060
,,,,,A,22650,GAM-,1060-2,PLAY,Grand Staff Pattern Reading 1,"Read from 3 Guide Notes: Bass F, Middle C, Treble G ",,1060,1060
,,,,,A,22700,GAM-,1060-3,QUIZ,Grand Staff Pattern Reading 1,"Read from 3 Guide Notes: Bass F, Middle C, Treble G ",,1060,1060
,,,,,A,22750,GAM-,0410-1,LEARN,Catch the Coconut 2,Hear and identify 2nds & 3rds ,,0410,410
,,,,,A,22800,GAM-,0410-2,PLAY,Catch the Coconut 2,Hear and identify 2nds & 3rds ,,0410,410
,,,,,A,22850,GAM-,0410-3,QUIZ,Catch the Coconut 2,Hear and identify 2nds & 3rds ,,0410,410
,,,,,A,22900,GAM-,3600-2,PLAY,Staff Birds 6,Hear and play back random patterns of 4 notes G A B D-- birds on staff,,3600,3600
,,,,,A,22950,GAM-,3600-3,QUIZ,Staff Birds 6,Hear and play back random patterns of 4 notes G A B D-- birds on staff,,3600,3600
,,,,,A,23000,GAM-,1000-1,LEARN,Grand Staff Guide Notes 3,"Read & play Treble G, Middle G, Bass G on the onscreen keyboard",,1000,1000
,,,,,A,23050,GAM-,1000-2,PLAY,Grand Staff Guide Notes 3,"Read & play Treble G, Middle G, Bass G on the onscreen keyboard",,1000,1000
,,,,,A,23100,GAM-,1000-3,QUIZ,Grand Staff Guide Notes 3,"Read & play Treble G, Middle G, Bass G on the onscreen keyboard",,1000,1000
,,,,,A,23150,GAM-,2750-5,REVIEW,MIDI Pattern Flashes 1,Sightreading patterns in the Middle C pentascale with 2nds and 3rds,,2750,2750
,LIFE,160A,Level 1,Assignment 12,A,23200,GAM-,3980-5,REVIEW,Undersea Intervals 2,Name Intervals - 2nds & 3rds,,3980,3980
,,,,,A,23250,GAM-,0980-5,REVIEW,Grand Staff Guide Notes 2,"Read and Play Treble C, Middle C, Bass C ",,0980,980
,,,,,A,23300,GAM-,2740-5,REVIEW,Page Turner Letters 7,Name the notes of the treble C pentascale,,2740,2740
,,,,,A,23350,GAM-,2640-1,LEARN,Page Turner Keyboard 5,Read and play the notes of the Bass G Major pentascale-GABCD,,2640,2640
,,,,,A,23400,GAM-,2640-2,PLAY,Page Turner Keyboard 5,Read and play the notes of the Bass G Major pentascale-GABCD,,2640,2640
,,,,,A,23450,GAM-,2640-3,QUIZ,Page Turner Keyboard 5,Read and play the notes of the Bass G Major pentascale-GABCD,,2640,2640
,,,,,A,23500,GAM-,0500-1,LEARN,Climbing High,"Hear and play back 2nds, 3rds, 4ths, 5ths - same root - Major pentascale",,0500,500
,,,,,A,23550,GAM-,0500-2,PLAY,Climbing High,"Hear and play back 2nds, 3rds, 4ths, 5ths - same root - Major pentascale",,0500,500
,,,,,A,23600,GAM-,0500-3,QUIZ,Climbing High,"Hear and play back 2nds, 3rds, 4ths, 5ths - same root - Major pentascale",,0500,500
,,,,,A,23650,GAM-,1410-1,LEARN,Interval Surprise 1,"Name Intervals - 2nds, 3rds, 4ths, and 5ths",,1410,1410
,,,,,A,23700,GAM-,1410-2,PLAY,Interval Surprise 1,"Name Intervals - 2nds, 3rds, 4ths, and 5ths",,1410,1410
,,,,,A,23750,GAM-,1410-3,QUIZ,Interval Surprise 1,"Name Intervals - 2nds, 3rds, 4ths, and 5ths",,1410,1410
,,,,,A,23800,GAM-,0850-5,REVIEW,FloatANote Pentascales 3,Identify the notes of the G Major pentascale - Treble GABCD,,0850,850
,,,,,A,23850,GAM-,3150-5,REVIEW,Rhythm Regatta 1,"See 2 rhythms, choose which one you hear.  Quarter, half, dotted half, whole notes.",,3150,3150
,,,,,A,23900,GAM-,2760-5,REVIEW,MIDI Pattern Flashes 2,Sightreading patterns in the bass C pentascale with 2nds and 3rds,,2760,2760
,,,,,A,23950,GAM-,2470-1,LEARN,MIDI Note Rockets 3,Read and play notes from the bass G pentascale,,2470,2470
,,,,,A,24000,GAM-,2470-2,PLAY,MIDI Note Rockets 3,Read and play notes from the bass G pentascale,,2470,2470
,,,,,A,24050,GAM-,2470-3,QUIZ,MIDI Note Rockets 3,Read and play notes from the bass G pentascale,,2470,2470
,LIFE,165A,Level 1,Assignment 13,A,24100,GAM-,3210-1,LEARN,Rhythm Rockets 1,"See a rhythm, then choose from 4 rhythms you hear: Quarter notes & rests",,3210,3210
,,,,,A,24150,GAM-,3210-2,PLAY,Rhythm Rockets 1,"See a rhythm, then choose from 4 rhythms you hear: Quarter notes & rests",,3210,3210
,,,,,A,24200,GAM-,3210-3,QUIZ,Rhythm Rockets 1,"See a rhythm, then choose from 4 rhythms you hear: Quarter notes & rests",,3210,3210
,,,,,A,24250,GAM-,0860-1,LEARN,FloatANote Pentascales 4,Identify the notes of the bass G Major pentascale - bass GABCD,,0860,860
,,,,,A,24300,GAM-,0860-2,PLAY,FloatANote Pentascales 4,Identify the notes of the bass G Major pentascale - bass GABCD,,0860,860
,,,,,A,24350,GAM-,0860-3,QUIZ,FloatANote Pentascales 4,Identify the notes of the bass G Major pentascale - bass GABCD,,0860,860
,,,,,A,24400,GAM-,3640-2,PLAY,Staff Birds 8,Hear and play back random patterns of 5 notes G A B C D-- birds on staff,,3640,3640
,,,,,A,24450,GAM-,3640-3,QUIZ,Staff Birds 8,Hear and play back random patterns of 5 notes G A B C D-- birds on staff,,3640,3640
,,,,,A,24500,GAM-,3160-1,LEARN,Rhythm Regatta 2,"See 2 rhythms, choose which one you hear.  Quarter notes and rests, half notes and rests. ",,3160,3160
,,,,,A,24550,GAM-,3160-2,PLAY,Rhythm Regatta 2,"See 2 rhythms, choose which one you hear.  Quarter notes and rests, half notes and rests. ",,3160,3160
,,,,,A,24600,GAM-,3160-3,QUIZ,Rhythm Regatta 2,"See 2 rhythms, choose which one you hear.  Quarter notes and rests, half notes and rests. ",,3160,3160
,,,,,A,24650,GAM-,1070-1,LEARN,Grand Staff Pattern Reading 2,"Read from 3 Guide Notes: Bass C, Middle C, Treble C ",,1070,1070
,,,,,A,24700,GAM-,1070-2,PLAY,Grand Staff Pattern Reading 2,"Read from 3 Guide Notes: Bass C, Middle C, Treble C ",,1070,1070
,,,,,A,24750,GAM-,1070-3,QUIZ,Grand Staff Pattern Reading 2,"Read from 3 Guide Notes: Bass C, Middle C, Treble C ",,1070,1070
,,,,,A,24800,GAM-,1390-1,LEARN,MIDI Interval Rockets 2 ,Read and play harmonic 2nds through 5ths starting on bass C,,1390,1390
,,,,,A,24850,GAM-,1390-2,PLAY,MIDI Interval Rockets 2 ,Read and play harmonic 2nds through 5ths starting on bass C,,1390,1390
,,,,,A,24900,GAM-,1390-3,QUIZ,MIDI Interval Rockets 2 ,Read and play harmonic 2nds through 5ths starting on bass C,,1390,1390
,,,,,A,24950,GAM-,2000-5,REVIEW,MIDI Memory Playback 1,Hear and play back random patterns of CDE on the MIDI keyboard,,2000,2000
K,LIFE,170A,Level 1,Assignment 14,A,25000,GAM-,1730-5,REVIEW,LetterFly 5,Play Black Key Sharps on the onscreen keyboard,,1730,1730
,,,,,A,25050,GAM-,2160-1,LEARN,Music Darts 3,"Identify music symbols (see the ""Learn"" level of the game)",,2160,2160
,,,,,A,25100,GAM-,2160-2,PLAY,Music Darts 3,"Identify music symbols (see the ""Learn"" level of the game)",,2160,2160
,,,,,A,25150,GAM-,2160-3,QUIZ,Music Darts 3,"Identify music symbols (see the ""Learn"" level of the game)",,2160,2160
,,,,,A,25200,GAM-,1470-1,LEARN,Jingle Notes 1,Identify all lines and spaces on the treble staff,,1470,1470
,,,,,A,25250,GAM-,1470-2,PLAY,Jingle Notes 1,Identify all lines and spaces on the treble staff,,1470,1470
,,,,,A,25300,GAM-,1470-3,QUIZ,Jingle Notes 1,Identify all lines and spaces on the treble staff,,1470,1470
,,,,,A,25350,GAM-,3580-2,PLAY,Staff Birds 5,Hear and play back random patterns of 4 notes F G A C-- birds on staff,,3580,3580
,,,,,A,25400,GAM-,3580-3,QUIZ,Staff Birds 5,Hear and play back random patterns of 4 notes F G A C-- birds on staff,,3580,3580
,,,,,A,25450,GAM-,3840-1,LEARN,Time Signature Blimp 2,"See a melody and identify the time signature--3-4, 4-4, 5-4 and 6-4",,3840,3840
,,,,,A,25500,GAM-,3840-2,PLAY,Time Signature Blimp 2,"See a melody and identify the time signature--3-4, 4-4, 5-4 and 6-4",,3840,3840
,,,,,A,25550,GAM-,3840-3,QUIZ,Time Signature Blimp 2,"See a melody and identify the time signature--3-4, 4-4, 5-4 and 6-4",,3840,3840
,,,,,A,25600,GAM-,2200-2,PLAY,Musical Memory 1 CDEFG,Play back random patterns of C D E F G on the staff with visual clues,,2200,2200
,,,,,A,25650,GAM-,2200-3,QUIZ,Musical Memory 1 CDEFG,Play back random patterns of C D E F G on the staff with visual clues,,2200,2200
,,,,,A,25700,GAM-,0120-1,LEARN,Beat the Clock - Intervals 1,"Given the first note, play half steps up & down on the onscreen keyboard",,0120,120
,,,,,A,25750,GAM-,0120-2,PLAY,Beat the Clock - Intervals 1,"Given the first note, play half steps up & down on the onscreen keyboard",,0120,120
,,,,,A,25800,GAM-,0120-3,QUIZ,Beat the Clock - Intervals 1,"Given the first note, play half steps up & down on the onscreen keyboard",,0120,120
,,,,,A,25850,GAM-,1920-1,LEARN,MIDI Melody Mimic 1,"Hear then playback 4-note patterns in C,G,or F Major 1st 3 notes steps-repeats",,1920,1920
,,,,,A,25900,GAM-,1920-2,PLAY,MIDI Melody Mimic 1,"Hear then playback 4-note patterns in C,G,or F Major 1st 3 notes steps-repeats",,1920,1920
,,,,,A,25950,GAM-,1920-3,QUIZ,MIDI Melody Mimic 1,"Hear then playback 4-note patterns in C,G,or F Major 1st 3 notes steps-repeats",,1920,1920
,LIFE,175A,Level 1,Assignment 15 - Skill Check,A,26000,GAM-,0500-5,REVIEW,Climbing High,"Hear and play back 2nds, 3rds, 4ths, 5ths - same root - Major pentascale",,0500,500
,,,,,A,26050,GAM-,2640-5,REVIEW,Page Turner Keyboard 5,Read and play the notes of the Bass G Major pentascale-GABCD,,2640,2640
,,,,,A,26100,GAM-,0860-5,REVIEW,FloatANote Pentascales 4,Identify the notes of the bass G Major pentascale - bass GABCD,,0860,860
,,,,,A,26150,GAM-,1410-5,REVIEW,Interval Surprise 1,"Name Intervals - 2nds, 3rds, 4ths, and 5ths",,1410,1410
,,,,,A,26200,GAM-,1000-5,REVIEW,Grand Staff Guide Notes 3,"Read & play Treble G, Middle G, Bass G on the onscreen keyboard",,1000,1000
,,,,,A,26250,GAM-,3160-5,REVIEW,Rhythm Regatta 2,"See 2 rhythms, choose which one you hear.  Quarter notes and rests, half notes and rests. ",,3160,3160
,,,,,A,26300,GAM-,1840-5,REVIEW,Melody Match 2,Hear a melody and tell which melody matches the one you heard,,1840,1840
,,,,,A,26350,GAM-,1060-5,REVIEW,Grand Staff Pattern Reading 1,"Read from 3 Guide Notes: Bass F, Middle C, Treble G ",,1060,1060
,,,,,A,26400,GAM-,1070-5,REVIEW,Grand Staff Pattern Reading 2,"Read from 3 Guide Notes: Bass C, Middle C, Treble C ",,1070,1070
,,,,,A,26450,GAM-,0410-5,REVIEW,Catch the Coconut 2,Hear and identify 2nds & 3rds ,,0410,410
,,,,,A,26500,GAM-,3640-5,REVIEW,Staff Birds 8,Hear and play back random patterns of 5 notes G A B C D-- birds on staff,,3640,3640
,,,,,A,26550,GAM-,1390-5,REVIEW,MIDI Interval Rockets 2 ,Read and play harmonic 2nds through 5ths starting on bass C,,1390,1390
,,,,,A,26600,GAM-,2470-5,REVIEW,MIDI Note Rockets 3,Read and play notes from the bass G pentascale,,2470,2470
,,,,,A,26650,GAM-,2210-2,PLAY,Musical Memory 1 CDEG,Play back random patterns of C D E G on the staff with visual clues,,2210,2210
,,,,,A,26700,GAM-,2210-3,QUIZ,Musical Memory 1 CDEG,Play back random patterns of C D E G on the staff with visual clues,,2210,2210
,LIFE,180A,Level 1,Assignment 16,A,26750,GAM-,1490-1,LEARN,Jingle Notes 2,Identify all lines and spaces on the bass staff.,,1490,1490
,,,,,A,26800,GAM-,1490-2,PLAY,Jingle Notes 2,Identify all lines and spaces on the bass staff.,,1490,1490
,,,,,A,26850,GAM-,1490-3,QUIZ,Jingle Notes 2,Identify all lines and spaces on the bass staff.,,1490,1490
,,,,,A,26900,GAM-,1490-4,CHALLENGE,Jingle Notes 2,Identify all lines and spaces on the bass staff.,,1490,1490
K,,,,,A,26950,GAM-,1710-5,REVIEW,LetterFly 4,Black Key Flats--Identify and play on the onscreen keyboard,,1710,1710
,,,,,A,27000,GAM-,0420-1,LEARN,Catch the Coconut 3,"Hear and identify 2nds, 3rds & 5ths ",,0420,420
,,,,,A,27050,GAM-,0420-2,PLAY,Catch the Coconut 3,"Hear and identify 2nds, 3rds & 5ths ",,0420,420
,,,,,A,27100,GAM-,0420-3,QUIZ,Catch the Coconut 3,"Hear and identify 2nds, 3rds & 5ths ",,0420,420
,,,,,A,27150,GAM-,2220-2,PLAY,Musical Memory 2 CDE,Hear and play back random patterns of C  D  E  notes on staff,,2220,2220
,,,,,A,27200,GAM-,2220-3,QUIZ,Musical Memory 2 CDE,Hear and play back random patterns of C  D  E  notes on staff,,2220,2220
,,,,,A,27250,GAM-,2920-2,PLAY,Practice Buddy 1,Error detection -- hear a phrase from a folk tune and find the error on the notated page,,2920,2920
,,,,,A,27300,GAM-,2920-3,QUIZ,Practice Buddy 1,Error detection -- hear a phrase from a folk tune and find the error on the notated page,,2920,2920
,,,,,A,27350,GAM-,2660-1,LEARN,Page Turner Keyboard 6,Read and play the notes of the middle G Major pentascale-GABCD,,2660,2660
,,,,,A,27400,GAM-,2660-2,PLAY,Page Turner Keyboard 6,Read and play the notes of the middle G Major pentascale-GABCD,,2660,2660
,,,,,A,27450,GAM-,2660-3,QUIZ,Page Turner Keyboard 6,Read and play the notes of the middle G Major pentascale-GABCD,,2660,2660
,,,,,A,27500,GAM-,0720-1,LEARN,Falling Symbols 3,"Identify Level 1 & 2 music symbols (see the ""Learn"" level of the game)",,0720,720
,,,,,A,27550,GAM-,0720-2,PLAY,Falling Symbols 3,"Identify Level 1 & 2 music symbols (see the ""Learn"" level of the game)",,0720,720
,,,,,A,27600,GAM-,0720-3,QUIZ,Falling Symbols 3,"Identify Level 1 & 2 music symbols (see the ""Learn"" level of the game)",,0720,720
,,,,,A,27650,GAM-,2810-1,LEARN,Pentascale Toolbox 1,Visually identify Major pentascales starting on white keys,,2810,2810
,,,,,A,27700,GAM-,2810-2,PLAY,Pentascale Toolbox 1,Visually identify Major pentascales starting on white keys,,2810,2810
,,,,,A,27750,GAM-,2810-3,QUIZ,Pentascale Toolbox 1,Visually identify Major pentascales starting on white keys,,2810,2810
,,,,,A,27800,GAM-,0160-1,LEARN,MIDI Beat the Clock - Pentascales 1,"Play C, G, D and A Major pentascales on the MIDI keyboard",,0160,160
,,,,,A,27850,GAM-,0160-2,PLAY,MIDI Beat the Clock - Pentascales 1,"Play C, G, D and A Major pentascales on the MIDI keyboard",,0160,160
,,,,,A,27900,GAM-,1060-3,QUIZ,Grand Staff Pattern Reading 1,"Read from 3 Guide Notes: Bass F, Middle C, Treble G ",,1060,1060
,LIFE,185A,Level 1,Assignment 17,A,27950,GAM-,0870-1,LEARN,FloatANote Pentascales 5,Identify the notes of the G Major pentascale - Middle GABCD,,0870,870
,,,,,A,28000,GAM-,0870-2,PLAY,FloatANote Pentascales 5,Identify the notes of the G Major pentascale - Middle GABCD,,0870,870
,,,,,A,28050,GAM-,0870-3,QUIZ,FloatANote Pentascales 5,Identify the notes of the G Major pentascale - Middle GABCD,,0870,870
,,,,,A,28100,GAM-,0270-1,LEARN,Bumble Keys 1,Read and play the notes of the treble staff on the onscreen keyboard,,0270,270
,,,,,A,28150,GAM-,0270-2,PLAY,Bumble Keys 1,Read and play the notes of the treble staff on the onscreen keyboard,,0270,270
,,,,,A,28200,GAM-,0270-3,QUIZ,Bumble Keys 1,Read and play the notes of the treble staff on the onscreen keyboard,,0270,270
,,,,,A,28250,GAM-,0270-4,CHALLENGE,Bumble Keys 1,Read and play the notes of the treble staff on the onscreen keyboard,,0270,270
,,,,,A,28300,GAM-,1470-5,REVIEW,Jingle Notes 1,Identify all lines and spaces on the treble staff,,1470,1470
,,,,,A,28350,GAM-,0430-1,LEARN,Catch the Coconut 4,Hear and identify 4ths & 5ths ,,0430,430
,,,,,A,28400,GAM-,0430-2,PLAY,Catch the Coconut 4,Hear and identify 4ths & 5ths ,,0430,430
,,,,,A,28450,GAM-,0430-3,QUIZ,Catch the Coconut 4,Hear and identify 4ths & 5ths ,,0430,430
,,,,,A,28500,GAM-,3210-5,REVIEW,Rhythm Rockets 1,"See a rhythm, then choose from 4 rhythms you hear: Quarter notes & rests",,3210,3210
,,,,,A,28550,GAM-,0180-1,LEARN,Beat the Clock - Triads 1,"Play triads on the onscreen keyboard: C, G and F Major",,0180,180
,,,,,A,28600,GAM-,0180-2,PLAY,Beat the Clock - Triads 1,"Play triads on the onscreen keyboard: C, G and F Major",,0180,180
,,,,,A,28650,GAM-,0180-3,QUIZ,Beat the Clock - Triads 1,"Play triads on the onscreen keyboard: C, G and F Major",,0180,180
K,LIFE,190A,Level 1,Assignment 18,A,28700,GAM-,1750-1,LEARN,LetterFly 6,Play Black Key Sharps & Flats on the onscreen keyboard,,1750,1750
K,,,,,A,28750,GAM-,1750-2,PLAY,LetterFly 6,Play Black Key Sharps & Flats on the onscreen keyboard,,1750,1750
K,,,,,A,28800,GAM-,1750-3,QUIZ,LetterFly 6,Play Black Key Sharps & Flats on the onscreen keyboard,,1750,1750
,,,,,A,28850,GAM-,0300-1,LEARN,Bumble Keys 2,Read and play the notes of the bass staff on the onscreen keyboard,,0300,300
,,,,,A,28900,GAM-,0300-2,PLAY,Bumble Keys 2,Read and play the notes of the bass staff on the onscreen keyboard,,0300,300
,,,,,A,28950,GAM-,0300-3,QUIZ,Bumble Keys 2,Read and play the notes of the bass staff on the onscreen keyboard,,0300,300
,,,,,A,29000,GAM-,0300-4,CHALLENGE,Bumble Keys 2,Read and play the notes of the bass staff on the onscreen keyboard,,0300,300
,,,,,A,29050,GAM-,2250-2,PLAY,Musical Memory 3-CDE,"Hear, then play back random patterns of C  D  E on the onscreen keybd",,2250,2250
,,,,,A,29100,GAM-,2250-3,QUIZ,Musical Memory 3-CDE,"Hear, then play back random patterns of C  D  E on the onscreen keybd",,2250,2250
,,,,,A,29150,GAM-,2920-5,REVIEW,Practice Buddy 1,Error detection -- hear a phrase from a folk tune and find the error on the notated page,,2920,2920
,,,,,A,29200,GAM-,2660-5,REVIEW,Page Turner Keyboard 6,Read and play the notes of the middle G Major pentascale-GABCD,,2660,2660
,,,,,A,29250,GAM-,0120-5,REVIEW,Beat the Clock - Intervals 1,"Given the first note, play half steps up & down on the onscreen keyboard",,0120,120
,LIFE,195A,Level 1,Assignment 19,A,29300,GAM-,0270-5,REVIEW,Bumble Keys 1,Read and play the notes of the treble staff on the onscreen keyboard,,0270,270
,,,,,A,29350,GAM-,0300-5,REVIEW,Bumble Keys 2,Read and play the notes of the bass staff on the onscreen keyboard,,0300,300
,,,,,A,29400,GAM-,0430-5,REVIEW,Catch the Coconut 4,Hear and identify 4ths & 5ths ,,0430,430
,,,,,A,29450,GAM-,0160-5,REVIEW,MIDI Beat the Clock - Pentascales 1,"Play C, G, D and A Major pentascales on the MIDI keyboard",,0160,160
,,,,,A,29500,GAM-,1920-5,REVIEW,MIDI Melody Mimic 1,"Hear then playback 4-note patterns in C,G,or F Major 1st 3 notes steps-repeats",,1920,1920
