,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,code,group,level_title,unit_title,course_category,course_tags,active,seq_order,part_type,part_number,stage,name,description,vimeo_url,pdf
,SOLF,155A,Level 1,Assignment 11,,,A,22750,GAM-,0410-1E,LEARN,Catch the Coconut 2,Hear and identify 2nds & 3rds ,,
,SOLF,155A,Level 1,Assignment 11,,,A,22800,GAM-,0410-2E,PLAY,Catch the Coconut 2,Hear and identify 2nds & 3rds ,,
,SOLF,155A,Level 1,Assignment 11,,,A,22850,GAM-,0410-3E,QUIZ,Catch the Coconut 2,Hear and identify 2nds & 3rds ,,
,SOLF,155A,Level 1,Assignment 11,,,A,22900,GAM-,3600-2E,PLAY,Staff Birds 6,Hear and play back random patterns of 4 notes G A B D-- birds on staff,,
,SOLF,155A,Level 1,Assignment 11,,,A,22950,GAM-,3600-3E,QUIZ,Staff Birds 6,Hear and play back random patterns of 4 notes G A B D-- birds on staff,,
,SOLF,155A,Level 1,Assignment 11,,,A,23000,GAM-,1000-1E,LEARN,Grand Staff Guide Notes 3,"Read & play Treble G, Middle G, Bass G on the onscreen keyboard",,
,SOLF,155A,Level 1,Assignment 11,,,A,23050,GAM-,1000-2E,PLAY,Grand Staff Guide Notes 3,"Read & play Treble G, Middle G, Bass G on the onscreen keyboard",,
,SOLF,155A,Level 1,Assignment 11,,,A,23100,GAM-,1000-3E,QUIZ,Grand Staff Guide Notes 3,"Read & play Treble G, Middle G, Bass G on the onscreen keyboard",,
,SOLF,155A,Level 1,Assignment 11,,,A,23150,GAM-,2750-5E,REVIEW,Pattern Flashes 1,Sightreading patterns in the Middle C pentascale with 2nds and 3rds,,
,SOLF,160A,Level 1,Assignment 12,,,A,23200,GAM-,3980-5E,REVIEW,Undersea Intervals 2,Name Intervals - 2nds & 3rds,,
,SOLF,160A,Level 1,Assignment 12,,,A,23250,GAM-,0980-5E,REVIEW,Grand Staff Guide Notes 2,"Read and Play Treble C, Middle C, Bass C ",,
,SOLF,160A,Level 1,Assignment 12,,,A,23300,GAM-,2740-5E,REVIEW,Page Turner Letters 7,Name the notes of the treble C pentascale,,
,SOLF,160A,Level 1,Assignment 12,,,A,23350,GAM-,2650-1E,LEARN,Page Turner 5 6,Read and play the notes of the Bass G Major pentascale-GABCD,,
,SOLF,160A,Level 1,Assignment 12,,,A,23400,GAM-,2650-2E,PLAY,Page Turner 5 6,Read and play the notes of the Bass G Major pentascale-GABCD,,
,SOLF,160A,Level 1,Assignment 12,,,A,23450,GAM-,2650-3E,QUIZ,Page Turner 5 6,Read and play the notes of the Bass G Major pentascale-GABCD,,
,SOLF,160A,Level 1,Assignment 12,,,A,23500,GAM-,0500-1E,LEARN,Climbing High,"Hear and play back 2nds, 3rds, 4ths, 5ths - same root - Major pentascale",,
,SOLF,160A,Level 1,Assignment 12,,,A,23550,GAM-,0500-2E,PLAY,Climbing High,"Hear and play back 2nds, 3rds, 4ths, 5ths - same root - Major pentascale",,
,SOLF,160A,Level 1,Assignment 12,,,A,23600,GAM-,0500-3E,QUIZ,Climbing High,"Hear and play back 2nds, 3rds, 4ths, 5ths - same root - Major pentascale",,
,SOLF,160A,Level 1,Assignment 12,,,A,23650,GAM-,1410-1E,LEARN,Interval Surprise 1,"Name Intervals - 2nds, 3rds, 4ths, and 5ths",,
,SOLF,160A,Level 1,Assignment 12,,,A,23700,GAM-,1410-2E,PLAY,Interval Surprise 1,"Name Intervals - 2nds, 3rds, 4ths, and 5ths",,
,SOLF,160A,Level 1,Assignment 12,,,A,23750,GAM-,1410-3E,QUIZ,Interval Surprise 1,"Name Intervals - 2nds, 3rds, 4ths, and 5ths",,
,SOLF,160A,Level 1,Assignment 12,,,A,23800,GAM-,0850-5E,REVIEW,FloatANote Pentascales 3,Identify the notes of the G Major pentascale - Treble GABCD,,
,SOLF,160A,Level 1,Assignment 12,,,A,23850,GAM-,3150-5E,REVIEW,Rhythm Regatta 1,"See 2 rhythms, choose which one you hear.  Quarter, half, dotted half, whole notes.",,
,SOLF,160A,Level 1,Assignment 12,,,A,23900,GAM-,2760-5E,REVIEW,Pattern Flashes 2,Sightreading patterns in the bass C pentascale with 2nds and 3rds,,
,SOLF,160A,Level 1,Assignment 12,,,A,23950,GAM-,2470-1E,LEARN,Note Rockets 3,Read and play notes from the bass G pentascale,,
,SOLF,160A,Level 1,Assignment 12,,,A,24000,GAM-,2470-2E,PLAY,Note Rockets 3,Read and play notes from the bass G pentascale,,
,SOLF,160A,Level 1,Assignment 12,,,A,24050,GAM-,2470-3E,QUIZ,Note Rockets 3,Read and play notes from the bass G pentascale,,
,SOLF,165A,Level 1,Assignment 13,,,A,24100,GAM-,3210-1E,LEARN,Rhythm Rockets 1,"See a rhythm, then choose from 4 rhythms you hear: Quarter notes & rests",,
,SOLF,165A,Level 1,Assignment 13,,,A,24150,GAM-,3210-2E,PLAY,Rhythm Rockets 1,"See a rhythm, then choose from 4 rhythms you hear: Quarter notes & rests",,
,SOLF,165A,Level 1,Assignment 13,,,A,24200,GAM-,3210-3E,QUIZ,Rhythm Rockets 1,"See a rhythm, then choose from 4 rhythms you hear: Quarter notes & rests",,
,SOLF,165A,Level 1,Assignment 13,,,A,24250,GAM-,0860-1E,LEARN,FloatANote Pentascales 4,Identify the notes of the bass G Major pentascale - bass GABCD,,
,SOLF,165A,Level 1,Assignment 13,,,A,24300,GAM-,0860-2E,PLAY,FloatANote Pentascales 4,Identify the notes of the bass G Major pentascale - bass GABCD,,
,SOLF,165A,Level 1,Assignment 13,,,A,24350,GAM-,0860-3E,QUIZ,FloatANote Pentascales 4,Identify the notes of the bass G Major pentascale - bass GABCD,,
,SOLF,165A,Level 1,Assignment 13,,,A,24400,GAM-,3640-2E,PLAY,Staff Birds 8,Hear and play back random patterns of 5 notes G A B C D-- birds on staff,,
,SOLF,165A,Level 1,Assignment 13,,,A,24450,GAM-,3640-3E,QUIZ,Staff Birds 8,Hear and play back random patterns of 5 notes G A B C D-- birds on staff,,
,SOLF,165A,Level 1,Assignment 13,,,A,24500,GAM-,3160-1E,LEARN,Rhythm Regatta 2,"See 2 rhythms, choose which one you hear.  Quarter notes and rests, half notes and rests. ",,
,SOLF,165A,Level 1,Assignment 13,,,A,24550,GAM-,3160-2E,PLAY,Rhythm Regatta 2,"See 2 rhythms, choose which one you hear.  Quarter notes and rests, half notes and rests. ",,
,SOLF,165A,Level 1,Assignment 13,,,A,24600,GAM-,3160-3E,QUIZ,Rhythm Regatta 2,"See 2 rhythms, choose which one you hear.  Quarter notes and rests, half notes and rests. ",,
,SOLF,165A,Level 1,Assignment 13,,,A,24650,GAM-,1070-1E,LEARN,Grand Staff Pattern Reading 2,"Read from 3 Guide Notes: Bass C, Middle C, Treble C ",,
,SOLF,165A,Level 1,Assignment 13,,,A,24700,GAM-,1070-2E,PLAY,Grand Staff Pattern Reading 2,"Read from 3 Guide Notes: Bass C, Middle C, Treble C ",,
,SOLF,165A,Level 1,Assignment 13,,,A,24750,GAM-,1070-3E,QUIZ,Grand Staff Pattern Reading 2,"Read from 3 Guide Notes: Bass C, Middle C, Treble C ",,
,SOLF,165A,Level 1,Assignment 13,,,A,24800,GAM-,1390-1E,LEARN,Interval Rockets 2 ,Read and play harmonic 2nds through 5ths starting on bass C,,
,SOLF,165A,Level 1,Assignment 13,,,A,24850,GAM-,1390-2E,PLAY,Interval Rockets 2 ,Read and play harmonic 2nds through 5ths starting on bass C,,
,SOLF,165A,Level 1,Assignment 13,,,A,24900,GAM-,1390-3E,QUIZ,Interval Rockets 2 ,Read and play harmonic 2nds through 5ths starting on bass C,,
,SOLF,165A,Level 1,Assignment 13,,,A,24950,GAM-,2000-5E,REVIEW,Memory Playback 1,Hear and play back random patterns of CDE on the MIDI keyboard,,
,SOLF,170A,Level 1,Assignment 14,,,A,25000,GAM-,1730-5E,REVIEW,LetterFly 5,Play Black Key Sharps on the onscreen keyboard,,
,SOLF,170A,Level 1,Assignment 14,,,A,25050,GAM-,2160-1E,LEARN,Music Darts 3,"Identify music symbols (see the ""Learn"" level of the game)",,
,SOLF,170A,Level 1,Assignment 14,,,A,25100,GAM-,2160-2E,PLAY,Music Darts 3,"Identify music symbols (see the ""Learn"" level of the game)",,
,SOLF,170A,Level 1,Assignment 14,,,A,25150,GAM-,2160-3E,QUIZ,Music Darts 3,"Identify music symbols (see the ""Learn"" level of the game)",,
,SOLF,170A,Level 1,Assignment 14,,,A,25200,GAM-,1480-1E,LEARN,Jingle Notes 1 S,Identify all lines and spaces on the treble staff,,
,SOLF,170A,Level 1,Assignment 14,,,A,25250,GAM-,1480-2E,PLAY,Jingle Notes 1 S,Identify all lines and spaces on the treble staff,,
,SOLF,170A,Level 1,Assignment 14,,,A,25300,GAM-,1480-3E,QUIZ,Jingle Notes 1 S,Identify all lines and spaces on the treble staff,,
,SOLF,170A,Level 1,Assignment 14,,,A,25350,GAM-,3580-2E,PLAY,Staff Birds 5,Hear and play back random patterns of 4 notes F G A C-- birds on staff,,
,SOLF,170A,Level 1,Assignment 14,,,A,25400,GAM-,3580-3E,QUIZ,Staff Birds 5,Hear and play back random patterns of 4 notes F G A C-- birds on staff,,
,SOLF,170A,Level 1,Assignment 14,,,A,25450,GAM-,3840-1E,LEARN,Time Signature Blimp 2,"See a melody and identify the time signature--3-4, 4-4, 5-4 and 6-4",,
,SOLF,170A,Level 1,Assignment 14,,,A,25500,GAM-,3840-2E,PLAY,Time Signature Blimp 2,"See a melody and identify the time signature--3-4, 4-4, 5-4 and 6-4",,
,SOLF,170A,Level 1,Assignment 14,,,A,25550,GAM-,3840-3E,QUIZ,Time Signature Blimp 2,"See a melody and identify the time signature--3-4, 4-4, 5-4 and 6-4",,
,SOLF,170A,Level 1,Assignment 14,,,A,25600,GAM-,2200-2E,PLAY,Musical Memory 1 CDEFG,Play back random patterns of C D E F G on the staff with visual clues,,
,SOLF,170A,Level 1,Assignment 14,,,A,25650,GAM-,2200-3E,QUIZ,Musical Memory 1 CDEFG,Play back random patterns of C D E F G on the staff with visual clues,,
,SOLF,170A,Level 1,Assignment 14,,,A,25700,GAM-,0120-1E,LEARN,Beat the Clock - Intervals 1,"Given the first note, play half steps up & down on the onscreen keyboard",,
,SOLF,170A,Level 1,Assignment 14,,,A,25750,GAM-,0120-2E,PLAY,Beat the Clock - Intervals 1,"Given the first note, play half steps up & down on the onscreen keyboard",,
,SOLF,170A,Level 1,Assignment 14,,,A,25800,GAM-,0120-3E,QUIZ,Beat the Clock - Intervals 1,"Given the first note, play half steps up & down on the onscreen keyboard",,
,SOLF,170A,Level 1,Assignment 14,,,A,25850,GAM-,1920-1E,LEARN,Melody Mimic 1,"Hear then playback 4-note patterns in C,G,or F Major 1st 3 notes steps-repeats",,
,SOLF,170A,Level 1,Assignment 14,,,A,25900,GAM-,1920-2E,PLAY,Melody Mimic 1,"Hear then playback 4-note patterns in C,G,or F Major 1st 3 notes steps-repeats",,
,SOLF,170A,Level 1,Assignment 14,,,A,25950,GAM-,1920-3E,QUIZ,Melody Mimic 1,"Hear then playback 4-note patterns in C,G,or F Major 1st 3 notes steps-repeats",,
,SOLF,175A,Level 1,Assignment 15 - Skill Check,,,A,26000,GAM-,0500-5E,REVIEW,Climbing High,"Hear and play back 2nds, 3rds, 4ths, 5ths - same root - Major pentascale",,
,SOLF,175A,Level 1,Assignment 15 - Skill Check,,,A,26050,GAM-,2650-5E,REVIEW,Page Turner 5 S,Read and play the notes of the Bass G Major pentascale-GABCD,,
,SOLF,175A,Level 1,Assignment 15 - Skill Check,,,A,26100,GAM-,0860-5E,REVIEW,FloatANote Pentascales 4,Identify the notes of the bass G Major pentascale - bass GABCD,,
,SOLF,175A,Level 1,Assignment 15 - Skill Check,,,A,26150,GAM-,1410-5E,REVIEW,Interval Surprise 1,"Name Intervals - 2nds, 3rds, 4ths, and 5ths",,
,SOLF,175A,Level 1,Assignment 15 - Skill Check,,,A,26200,GAM-,1000-5E,REVIEW,Grand Staff Guide Notes 3,"Read & play Treble G, Middle G, Bass G on the onscreen keyboard",,
,SOLF,175A,Level 1,Assignment 15 - Skill Check,,,A,26250,GAM-,3160-5E,REVIEW,Rhythm Regatta 2,"See 2 rhythms, choose which one you hear.  Quarter notes and rests, half notes and rests. ",,
,SOLF,175A,Level 1,Assignment 15 - Skill Check,,,A,26300,GAM-,1840-5E,REVIEW,Melody Match 2,Hear a melody and tell which melody matches the one you heard,,
,SOLF,175A,Level 1,Assignment 15 - Skill Check,,,A,26350,GAM-,1060-5E,REVIEW,Grand Staff Pattern Reading 1,"Read from 3 Guide Notes: Bass F, Middle C, Treble G ",,
,SOLF,175A,Level 1,Assignment 15 - Skill Check,,,A,26400,GAM-,1070-5E,REVIEW,Grand Staff Pattern Reading 2,"Read from 3 Guide Notes: Bass C, Middle C, Treble C ",,
,SOLF,175A,Level 1,Assignment 15 - Skill Check,,,A,26450,GAM-,0410-5E,REVIEW,Catch the Coconut 2,Hear and identify 2nds & 3rds ,,
,SOLF,175A,Level 1,Assignment 15 - Skill Check,,,A,26500,GAM-,3640-5E,REVIEW,Staff Birds 8,Hear and play back random patterns of 5 notes G A B C D-- birds on staff,,
,SOLF,175A,Level 1,Assignment 15 - Skill Check,,,A,26550,GAM-,1390-5E,REVIEW,Interval Rockets 2 ,Read and play harmonic 2nds through 5ths starting on bass C,,
,SOLF,175A,Level 1,Assignment 15 - Skill Check,,,A,26600,GAM-,2470-5E,REVIEW,Note Rockets 3,Read and play notes from the bass G pentascale,,
,SOLF,175A,Level 1,Assignment 15 - Skill Check,,,A,26650,GAM-,2210-2E,PLAY,Musical Memory 1 CDEG,Play back random patterns of C D E G on the staff with visual clues,,
,SOLF,175A,Level 1,Assignment 15 - Skill Check,,,A,26700,GAM-,2210-3E,QUIZ,Musical Memory 1 CDEG,Play back random patterns of C D E G on the staff with visual clues,,
,SOLF,180A,Level 1,Assignment 16,,,A,26750,GAM-,1500-1E,LEARN,Jingle Notes 2 S,Identify all lines and spaces on the bass staff.,,
,SOLF,180A,Level 1,Assignment 16,,,A,26800,GAM-,1500-2E,PLAY,Jingle Notes 2 S,Identify all lines and spaces on the bass staff.,,
,SOLF,180A,Level 1,Assignment 16,,,A,26850,GAM-,1500-3E,QUIZ,Jingle Notes 2 S,Identify all lines and spaces on the bass staff.,,
,SOLF,180A,Level 1,Assignment 16,,,A,26900,GAM-,1500-4E,CHALLENGE,Jingle Notes 2 S,Identify all lines and spaces on the bass staff.,,
,SOLF,180A,Level 1,Assignment 16,,,A,26950,GAM-,1710-5E,REVIEW,LetterFly 4,Black Key Flats--Identify and play on the onscreen keyboard,,
,SOLF,180A,Level 1,Assignment 16,,,A,27000,GAM-,0420-1E,LEARN,Catch the Coconut 3,"Hear and identify 2nds, 3rds & 5ths ",,
,SOLF,180A,Level 1,Assignment 16,,,A,27050,GAM-,0420-2E,PLAY,Catch the Coconut 3,"Hear and identify 2nds, 3rds & 5ths ",,
,SOLF,180A,Level 1,Assignment 16,,,A,27100,GAM-,0420-3E,QUIZ,Catch the Coconut 3,"Hear and identify 2nds, 3rds & 5ths ",,
,SOLF,180A,Level 1,Assignment 16,,,A,27150,GAM-,2220-2E,PLAY,Musical Memory 2 CDE,Hear and play back random patterns of C  D  E  notes on staff,,
,SOLF,180A,Level 1,Assignment 16,,,A,27200,GAM-,2220-3E,QUIZ,Musical Memory 2 CDE,Hear and play back random patterns of C  D  E  notes on staff,,
,SOLF,180A,Level 1,Assignment 16,,,A,27250,GAM-,2920-2E,PLAY,Practice Buddy 1,Error detection -- hear a phrase from a folk tune and find the error on the notated page,,
,SOLF,180A,Level 1,Assignment 16,,,A,27300,GAM-,2920-3E,QUIZ,Practice Buddy 1,Error detection -- hear a phrase from a folk tune and find the error on the notated page,,
,SOLF,180A,Level 1,Assignment 16,,,A,27350,GAM-,2670-1E,LEARN,Page Turner 6 S,Read and play the notes of the middle G Major pentascale-GABCD,,
,SOLF,180A,Level 1,Assignment 16,,,A,27400,GAM-,2667-2E,PLAY,Page Turner 6 S,Read and play the notes of the middle G Major pentascale-GABCD,,
,SOLF,180A,Level 1,Assignment 16,,,A,27450,GAM-,2670-3E,QUIZ,Page Turner 6 S,Read and play the notes of the middle G Major pentascale-GABCD,,
,SOLF,180A,Level 1,Assignment 16,,,A,27500,GAM-,0720-1E,LEARN,Falling Symbols 3,"Identify Level 1 & 2 music symbols (see the ""Learn"" level of the game)",,
,SOLF,180A,Level 1,Assignment 16,,,A,27550,GAM-,0720-2E,PLAY,Falling Symbols 3,"Identify Level 1 & 2 music symbols (see the ""Learn"" level of the game)",,
,SOLF,180A,Level 1,Assignment 16,,,A,27600,GAM-,0720-3E,QUIZ,Falling Symbols 3,"Identify Level 1 & 2 music symbols (see the ""Learn"" level of the game)",,
,SOLF,180A,Level 1,Assignment 16,,,A,27650,GAM-,2810-1E,LEARN,Pentascale Toolbox 1,Visually identify Major pentascales starting on white keys,,
,SOLF,180A,Level 1,Assignment 16,,,A,27700,GAM-,2810-2E,PLAY,Pentascale Toolbox 1,Visually identify Major pentascales starting on white keys,,
,SOLF,180A,Level 1,Assignment 16,,,A,27750,GAM-,2810-3E,QUIZ,Pentascale Toolbox 1,Visually identify Major pentascales starting on white keys,,
,SOLF,180A,Level 1,Assignment 16,,,A,27800,GAM-,0160-1E,LEARN,Beat the Clock - Pentascales 1,"Play C, G, D and A Major pentascales on the MIDI keyboard",,
,SOLF,180A,Level 1,Assignment 16,,,A,27850,GAM-,0160-2E,PLAY,Beat the Clock - Pentascales 1,"Play C, G, D and A Major pentascales on the MIDI keyboard",,
,SOLF,180A,Level 1,Assignment 16,,,A,27900,GAM-,1060-3E,QUIZ,Grand Staff Pattern Reading 1,"Read from 3 Guide Notes: Bass F, Middle C, Treble G ",,
,SOLF,185A,Level 1,Assignment 17,,,A,27950,GAM-,0870-1E,LEARN,FloatANote Pentascales 5,Identify the notes of the G Major pentascale - Middle GABCD,,
,SOLF,185A,Level 1,Assignment 17,,,A,28000,GAM-,0870-2E,PLAY,FloatANote Pentascales 5,Identify the notes of the G Major pentascale - Middle GABCD,,
,SOLF,185A,Level 1,Assignment 17,,,A,28050,GAM-,0870-3E,QUIZ,FloatANote Pentascales 5,Identify the notes of the G Major pentascale - Middle GABCD,,
,SOLF,185A,Level 1,Assignment 17,,,A,28100,GAM-,0280-1E,LEARN,Bumble Keys 1 S,Read and play the notes of the treble staff on the onscreen keyboard,,
,SOLF,185A,Level 1,Assignment 17,,,A,28150,GAM-,0280-2E,PLAY,Bumble Keys 1 S,Read and play the notes of the treble staff on the onscreen keyboard,,
,SOLF,185A,Level 1,Assignment 17,,,A,28200,GAM-,0280-3E,QUIZ,Bumble Keys 1 S,Read and play the notes of the treble staff on the onscreen keyboard,,
,SOLF,185A,Level 1,Assignment 17,,,A,28250,GAM-,0280-4E,CHALLENGE,Bumble Keys 1 S,Read and play the notes of the treble staff on the onscreen keyboard,,
,SOLF,185A,Level 1,Assignment 17,,,A,28300,GAM-,1480-5E,REVIEW,Jingle Notes 1,Identify all lines and spaces on the treble staff,,
,SOLF,185A,Level 1,Assignment 17,,,A,28350,GAM-,0430-1E,LEARN,Catch the Coconut 4,Hear and identify 4ths & 5ths ,,
,SOLF,185A,Level 1,Assignment 17,,,A,28400,GAM-,0430-2E,PLAY,Catch the Coconut 4,Hear and identify 4ths & 5ths ,,
,SOLF,185A,Level 1,Assignment 17,,,A,28450,GAM-,0430-3E,QUIZ,Catch the Coconut 4,Hear and identify 4ths & 5ths ,,
,SOLF,185A,Level 1,Assignment 17,,,A,28500,GAM-,3210-5E,REVIEW,Rhythm Rockets 1,"See a rhythm, then choose from 4 rhythms you hear: Quarter notes & rests",,
,SOLF,185A,Level 1,Assignment 17,,,A,28550,GAM-,0180-1E,LEARN,Beat the Clock - Triads 1,"Play triads on the onscreen keyboard: C, G and F Major",,
,SOLF,185A,Level 1,Assignment 17,,,A,28600,GAM-,0180-2E,PLAY,Beat the Clock - Triads 1,"Play triads on the onscreen keyboard: C, G and F Major",,
,SOLF,185A,Level 1,Assignment 17,,,A,28650,GAM-,0180-3E,QUIZ,Beat the Clock - Triads 1,"Play triads on the onscreen keyboard: C, G and F Major",,
,SOLF,190A,Level 1,Assignment 18,,,A,28700,GAM-,1750-1E,LEARN,LetterFly 6,Play Black Key Sharps & Flats on the onscreen keyboard,,
,SOLF,190A,Level 1,Assignment 18,,,A,28750,GAM-,1750-2E,PLAY,LetterFly 6,Play Black Key Sharps & Flats on the onscreen keyboard,,
,SOLF,190A,Level 1,Assignment 18,,,A,28800,GAM-,1750-3E,QUIZ,LetterFly 6,Play Black Key Sharps & Flats on the onscreen keyboard,,
,SOLF,190A,Level 1,Assignment 18,,,A,28850,GAM-,0310-1E,LEARN,Bumble Keys 2 S,Read and play the notes of the bass staff on the onscreen keyboard,,
,SOLF,190A,Level 1,Assignment 18,,,A,28900,GAM-,0310-2E,PLAY,Bumble Keys 2 S,Read and play the notes of the bass staff on the onscreen keyboard,,
,SOLF,190A,Level 1,Assignment 18,,,A,28950,GAM-,0310-3E,QUIZ,Bumble Keys 2 S,Read and play the notes of the bass staff on the onscreen keyboard,,
,SOLF,190A,Level 1,Assignment 18,,,A,29000,GAM-,0310-4E,CHALLENGE,Bumble Keys 2 S,Read and play the notes of the bass staff on the onscreen keyboard,,
,SOLF,190A,Level 1,Assignment 18,,,A,29050,GAM-,2250-2E,PLAY,Musical Memory 3-CDE,"Hear, then play back random patterns of C  D  E on the onscreen keybd",,
,SOLF,190A,Level 1,Assignment 18,,,A,29100,GAM-,2250-3E,QUIZ,Musical Memory 3-CDE,"Hear, then play back random patterns of C  D  E on the onscreen keybd",,
,SOLF,190A,Level 1,Assignment 18,,,A,29150,GAM-,2920-5E,REVIEW,Practice Buddy 1,Error detection -- hear a phrase from a folk tune and find the error on the notated page,,
,SOLF,190A,Level 1,Assignment 18,,,A,29200,GAM-,2660-5E,REVIEW,Page Turner 6 S,Read and play the notes of the middle G Major pentascale-GABCD,,
,SOLF,190A,Level 1,Assignment 18,,,A,29250,GAM-,0120-5E,REVIEW,Beat the Clock - Intervals 1,"Given the first note, play half steps up & down on the onscreen keyboard",,
,SOLF,195A,Level 1,Assignment 19,,,A,29300,GAM-,0280-5E,REVIEW,Bumble Keys 1 S,Read and play the notes of the treble staff on the onscreen keyboard,,
,SOLF,195A,Level 1,Assignment 19,,,A,29350,GAM-,0310-5E,REVIEW,Bumble Keys 2 S,Read and play the notes of the bass staff on the onscreen keyboard,,
,SOLF,195A,Level 1,Assignment 19,,,A,29400,GAM-,0430-5E,REVIEW,Catch the Coconut 4,Hear and identify 4ths & 5ths ,,
,SOLF,195A,Level 1,Assignment 19,,,A,29450,GAM-,0160-5E,REVIEW,Beat the Clock - Pentascales 1,"Play C, G, D and A Major pentascales on the MIDI keyboard",,
,SOLF,195A,Level 1,Assignment 19,,,A,29500,GAM-,1920-5E,REVIEW,Melody Mimic 1,"Hear then playback 4-note patterns in C,G,or F Major 1st 3 notes steps-repeats",,
,SOLF,195A,Level 1,Assignment 19,,,A,29550,GAM-,1990-2E,PLAY,Melody Puzzles 1,"Hear a melody, see the measures out of order, and put measures in order",,
,SOLF,200A,Level 1,Assignment 20 - Skill Check,,,A,29600,GAM-,2160-5E,REVIEW,Music Darts 3,"Identify music symbols (see the ""Learn"" level of the game)",,
,SOLF,200A,Level 1,Assignment 20 - Skill Check,,,A,29650,GAM-,1500-5E,REVIEW,Jingle Notes 2,Identify all lines and spaces on the bass staff.,,
,SOLF,200A,Level 1,Assignment 20 - Skill Check,,,A,29700,GAM-,0420-5E,REVIEW,Catch the Coconut 3,"Hear and identify 2nds, 3rds & 5ths ",,
,SOLF,200A,Level 1,Assignment 20 - Skill Check,,,A,29750,GAM-,1750-5E,REVIEW,LetterFly 6,Play Black Key Sharps & Flats on the onscreen keyboard,,
,SOLF,200A,Level 1,Assignment 20 - Skill Check,,,A,29800,GAM-,3840-5E,REVIEW,Time Signature Blimp 2,"See a melody and identify the time signature--3-4, 4-4, 5-4 and 6-4",,
,SOLF,200A,Level 1,Assignment 20 - Skill Check,,,A,29850,GAM-,0720-5E,REVIEW,Falling Symbols 3,"Identify Level 1 & 2 music symbols (see the ""Learn"" level of the game)",,
,SOLF,200A,Level 1,Assignment 20 - Skill Check,,,A,29900,GAM-,2810-5E,REVIEW,Pentascale Toolbox 1,Visually identify Major pentascales starting on white keys,,
,SOLF,200A,Level 1,Assignment 20 - Skill Check,,,A,29950,GAM-,0870-5E,REVIEW,FloatANote Pentascales 5,Identify the notes of the G Major pentascale - Middle GABCD,,
,SOLF,200A,Level 1,Assignment 20 - Skill Check,,,A,30000,GAM-,0180-5E,REVIEW,Beat the Clock - Triads 1,"Play triads on the onscreen keyboard: C, G and F Major",,
,SOLF,205A,Level 2,Assignment 1 - Review Level 1,,,A,30050,GAM-,3210-1E,LEARN,Rhythm Rockets 1,"See a rhythm, then choose from 4 rhythms you hear: Quarter notes & rests",,
,SOLF,205A,Level 2,Assignment 1 - Review Level 1,,,A,30100,GAM-,3210-2E,PLAY,Rhythm Rockets 1,"See a rhythm, then choose from 4 rhythms you hear: Quarter notes & rests",,
,SOLF,205A,Level 2,Assignment 1 - Review Level 1,,,A,30150,GAM-,3210-3E,QUIZ,Rhythm Rockets 1,"See a rhythm, then choose from 4 rhythms you hear: Quarter notes & rests",,
,SOLF,205A,Level 2,Assignment 1 - Review Level 1,,,A,30200,GAM-,3160-1E,LEARN,Rhythm Regatta 2,"See 2 rhythms, choose which one you hear.  Quarter notes and rests, half notes and rests. ",,
,SOLF,205A,Level 2,Assignment 1 - Review Level 1,,,A,30250,GAM-,3160-2E,PLAY,Rhythm Regatta 2,"See 2 rhythms, choose which one you hear.  Quarter notes and rests, half notes and rests. ",,
,SOLF,205A,Level 2,Assignment 1 - Review Level 1,,,A,30300,GAM-,3160-3E,QUIZ,Rhythm Regatta 2,"See 2 rhythms, choose which one you hear.  Quarter notes and rests, half notes and rests. ",,
,SOLF,205A,Level 2,Assignment 1 - Review Level 1,,,A,30350,GAM-,1480-1E,LEARN,Jingle Notes 1 S,Identify all lines and spaces on the treble staff,,
,SOLF,205A,Level 2,Assignment 1 - Review Level 1,,,A,30400,GAM-,1480-2E,PLAY,Jingle Notes 1 S,Identify all lines and spaces on the treble staff,,
,SOLF,205A,Level 2,Assignment 1 - Review Level 1,,,A,30450,GAM-,1480-3E,QUIZ,Jingle Notes 1 S,Identify all lines and spaces on the treble staff,,
,SOLF,205A,Level 2,Assignment 1 - Review Level 1,,,A,30500,GAM-,3840-1E,LEARN,Time Signature Blimp 2,"See a melody and identify the time signature--3-4, 4-4, 5-4 and 6-4",,
,SOLF,205A,Level 2,Assignment 1 - Review Level 1,,,A,30550,GAM-,3840-2E,PLAY,Time Signature Blimp 2,"See a melody and identify the time signature--3-4, 4-4, 5-4 and 6-4",,
,SOLF,205A,Level 2,Assignment 1 - Review Level 1,,,A,30600,GAM-,3840-3E,QUIZ,Time Signature Blimp 2,"See a melody and identify the time signature--3-4, 4-4, 5-4 and 6-4",,
,SOLF,205A,Level 2,Assignment 1 - Review Level 1,,,A,30650,GAM-,3280-1E,LEARN,Rhythm Writer 3,Place Barlines and do the math in 4-4 time,,
,SOLF,205A,Level 2,Assignment 1 - Review Level 1,,,A,30700,GAM-,3280-2E,PLAY,Rhythm Writer 3,Place Barlines and do the math in 4-4 time,,
,SOLF,205A,Level 2,Assignment 1 - Review Level 1,,,A,30750,GAM-,3280-3E,QUIZ,Rhythm Writer 3,Place Barlines and do the math in 4-4 time,,
,SOLF,205A,Level 2,Assignment 1 - Review Level 1,,,A,30800,GAM-,3090-1E,LEARN,Rhythm Pop 3,How many beats? - Adds half and whole rests and ties ,,
