,,,,,,,,,,,,,,,,,,
,Pick the Pattern Loud Soft,GAM-2870,"P.3,5r","P.3,5r",,,, , ,P,,,"Hear, then identify each chord in a 4-chord pattern as loud or soft.",65,85,90,-,-
,Pitch Detective 1,GAM-2880,"4.2,5r","4.2,5r",,,, , ,4,,,Melodic Dictation: C-F-G Major pentascales 2nds and 3rds,450,850,1050,-,-
,Pitch Detective 2,GAM-2890,"4.16,20r - 5.4,10r - 6.1","4.16,20r - 5.4,10r - 6.1",,,, , ,4,5,6,"Melodic Dictation: C-F-G Major pentascales-treble & bass-2nds, 3rds single notes",450,850,1050,-,-
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,Random Rhythms 1,GAM-2930,"4.18,20r - 5.3,8r","4.18,20r - 5.3,8r",,,, , ,4,5,,"Aurally identify notated eighth, dotted eighth-16th, triplets and various 16th note patterns",1050,1350,1400,-,-
,Rhythm Factory 1,GAM-2950,"2.11,15r","2.11,15r",,,, , ,2,,,Hear and see a 2-measure rhythm--are they the same or different? Quarter & eighth-note pairs 3/4,1200,1200,1200, - , - 
,Rhythm Factory 2,GAM-2960,"3.2,3r","3.2,3r",,,, , ,3,,,Hear and see a 2-measure rhythm--are they the same or different? Quarter notes & eighth-note pairs 4/4,1200,1200,1200,-,-
,Rhythm Factory 3,GAM-2970,"3.7,15r","3.7,15r",,,, , ,3,,,"Hear & see a 2-measure rhythm.  Are they the same or different? Quarter notes & rests, eighth note pairs",1200,1200,1200,-,-
,Rhythm Factory 4,GAM-2980,"3.19 - 4.2,7r","3.19 - 4.2,7r",,,, , ,3,4,,Hear two rhythms that include groups of four 16th notes and tell which one was played,1100,1150,1200,-,-
,Rhythm Finder 1,GAM-2990,"3.2,5r - 4.6,12r - 5.6","3.2,5r - 4.6,12r - 5.6",,,, , ,3,4,5,Rhythmic dictation in patterns including 8th-note pairs,450,600,700,-,-
,Rhythm Math 1,GAM-3000,"2.4,10r - 3.13,15r - 4.9","2.4,10r - 3.13,15r - 4.9",,,, , ,2,3,4,Supply the missing note or rest in a measure.  Note & rest values through eighth-note pairs,1100,1400,1850,-,-
,,,,,,,,,,,,,,,,,,
,Rhythm Pix 1,GAM-3020,"P.6,10r - 1.1","P.6,10r - 1.1",,,, , ,P,1,,Is this rhythm the same or different from the one you hear? Quarter notes and rests,80,1000,1200,-,-
,Rhythm Pix 2,GAM-3030,"2.3,5r","2.3,5r",,,, , ,2,,,Is this rhythm the same or different from the one you hear? Quarter notes and eighth-note pairs,80,110,1500,-,-
,Rhythm Pix 3,GAM-3040,"2.18,20r - 3.1","2.18,20r - 3.1",,,, , ,2,3,,"Same or different from the one you hear? Quarter notes, rests, eighth note pairs and ties ",110,160,180,-,-
,Rhythm Pix 4,GAM-3050,"3.4,7r","3.4,7r",,,, , ,3,,,"Is this rhythm the same or different from the one you hear? Quarter notes, rests, dotted quarter-eighth note  ",110,160,180,-,-
,Rhythm Pop 1,GAM-3060,"P.7,10r","P.7,10r",,,, , ,P,,,"How many beats?  Quarter, half, and whole notes",1050,1100,1200,-,-
,Rhythm Pop 1A,GAM-3070,"P.12,14r - 1.1","P.12,14r - 1.1",,,, , ,p,1,,"How many beats?  Quarter, half, dotted half and whole notes",1400,1800,2000,-,-
,Rhythm Pop 2,GAM-3080,"1.4,5r","1.4,5r",,,, , ,1,,,"How many beats?  Quarter, half, dotted half and whole notes, and quarter rests ",1400,1800,2000,-,-
,Rhythm Pop 3,GAM-3090,"1.8,10r - 2.1","1.8,10r - 2.1",,,, , ,1,2,,How many beats? - Adds half and whole rests and ties ,1850,2300,2850,-,-
,Rhythm Pop 4,GAM-3100,"3.7,10r","3.7,10r",,,, , ,3,,,"How many beats? - Adds dotted quarter, eighth note & rest, plus eighth-note pairs",1850,2350,2700,-,-
,Rhythm Pop 5,GAM-3110,"3.14,18r - 4.1","3.14,18r - 4.1",,,, , ,3,4,,How many beats? - note values in 3-8 and 6-8,1800,2350,2700,-,-
,Rhythm Rally 1,GAM-3120,"P.8,11r","P.8,11r",,,, , ,p,,,Which one-measure rhythm is played?  Quarter notes and quarter rests,8,9,10,-,-
,Rhythm Rally 1A,GAM-3130,P.9,P.9,,,, , ,p,,,Which one-measure rhythm is played?  Quarter notes and half notes,10,10,10,-,-
,Rhythm Rally 2,GAM-3140,"P.12,15r - 1.7","P.12,15r - 1.7",,,, , ,p,1,,"Which one-measure rhythm is played?  Quarter, half, dotted half and whole notes. ",8,9,1000,-,-
,Rhythm Regatta 1,GAM-3150,"1.9,12r","1.9,12r",,,, , ,1,,,"See 2 rhythms, choose which one you hear.  Quarter, half, dotted half, whole notes.",800,1200,1200,-,-
,Rhythm Regatta 2,GAM-3160,"1.13,15r - 2.1","1.13,15r - 2.1",,,, , ,1,2,,"See 2 rhythms, choose which one you hear.  Quarter notes and rests, half notes and rests. ",800,1200,1200,-,-
,Rhythm Regatta 3,GAM-3170,"2.4,10r","2.4,10r",,,, , ,2,,,Hear a rhythm and choose which notated pattern was played.Quarter notes and eighth-note pairs,800,1200,1200,-,-
,Rhythm Regatta 4,GAM-3180,"2.13,19r - 3.2,5","2.13,19r - 3.2,5",,,, , ,2,3,,Which one-measure rhythm is played?  Quarter tied to eighth-note pairs,1200,1350,1900,-,-
,Rhythm Regatta 5,GAM-3190,"3.7,10r","3.7,10r",,,, , ,3,,,"Hear a rhythm and choose which notated pattern was played.Quarter notes, dotted quarter- eighth-notes",1200,1350,1900,-,-
,Rhythm Riff 1,GAM-3200,"5.11,15r","5.11,15r",,,, , ,5,,,"See a rhythm.  Hear 5 rhythms. Which one is played? Include triplets, 16th patterns",1000,1350,1600,-,-
,Rhythm Rockets 1,GAM-3210,"1.13,17r - 2.1","1.13,17r - 2.1",,,, , ,1,2,,"See a rhythm, then choose from 4 rhythms you hear: Quarter notes & rests",800,1100,1200,-,-
,Rhythm Rockets 2,GAM-3220,"2.12,18r","2.12,18r",,,, , ,2,,,"Hear, then identify patterns of quarter notes and eighth-note pairs",1000,1400,1800,-,-
,Rhythm Rockets 3,GAM-3230,"3.8,12r - 4.9","3.8,12r - 4.9",,,, , ,3,4,,"Hear then identify patterns of quarter notes, dotted quarter notes, eighths & eighth-note pairs",1050,1400,1600,-,-
,Rhythm Rockets 4,GAM-3240,"3.18 - 4.6,12r - 5.1","3.18 - 4.6,12r - 5.1",,,, , ,3,4,5,Hear 4 rhythms and choose which one matches the written rhythm - triplets,1050,1400,1800,-,-
,Rhythm Rockets 5,GAM-3250,"4.8,17r - 5.2 - 6.1","4.8,17r - 5.2 - 6.1",,,, , ,4,5,6,Hear 4 rhythms and choose which one matches the written rhythm - 16th-note patterns,1000,1400,1850,-,-
,Rhythm Writer 1,GAM-3260,P.13,P.13,,,, , ,P,,,Place Barlines in the right places in 4-4 time,50,50,50,-,-
,Rhythm Writer 2,GAM-3270,"P.19,20r - 1.1","P.19,20r - 1.1",,,, , ,P,1,,"Add the beats in a measure, then drag the one note that completes the measure",50,50,50,-,-
,Rhythm Writer 3,GAM-3280,"1.9,10r - 2.1","1.9,10r - 2.1",,,, , ,1,2,,Place Barlines and do the math in 4-4 time,70,70,70,-,-
,Rhythm Writer 4,GAM-3290,"3.8,12 - 4.6","3.8,12 - 4.6",,,, , ,3,4,,Place the barlines in 3-4 and 4-4 rhythms with eighth-note syncopation,65,90,110,-,-
,Rhythm Writer 5,GAM-3300,"3.14,17r","3.14,17r",,,, , ,3,,,Place the barlines in 3-8 rhythms,65,90,110,-,-
,Rhythm Writer 6,GAM-3310,"3.16,20r - 4.1 - 5.1","3.16,20r - 4.1 - 5.1",,,, , ,3,4,5,Place the barlines in 6-8 rhythms,65,90,110,-,-
,Scale Family Picnic 1,GAM-3320,"3.18 - 4.4,10r - 5.2,5r","3.18 - 4.4,10r - 5.2,5r",,,, , ,3,4,5,Write Major scales through 4 sharps by placing the sharps,850,1050,1350,-,-
,Scale Family Picnic 2,GAM-3330,"3.19 - 4.14,20r - 5.13","3.19 - 4.14,20r - 5.13",,,, , ,3,4,5,Write Major scales through 4 flats by placing the flats,850,1050,1350,-,-
,Scale Family Picnic 3,GAM-3340,"4.11,17 - 5.7,15r","4.11,17 - 5.7,15r",,,, , ,4,5,,"Write C, G, D & F Major scales and a, e, d & b natural minor scales",850,1050,1100,-,-
,Scale Family Picnic 4,GAM-3350,"5.8,16r","5.8,16r",,,, , ,5,,,"Write a, e, d and b minor natural & harmonic minor scales",850,1050,1100,-,-
,Smiley & Friends-Rhythm 1,GAM-3360,"P.2,4","P.2,4",,,, , ,P,,,Aural matching of quarter note and quarter rest patterns.,8,10,100,-,-
,Smiley and Friends 1,GAM-3370,"P.1,5","P.1,5",,,, , ,P,,,Hear Tunes -- Same or different,6,10,100,-,-
,Smiley and Friends 2,GAM-3380,"P.6,10","P.6,10",,,, , ,P,,,Hear Two note patterns -- Same or different?,8,10,100,-,-
,Snowball Stems 1,GAM-3390,"1.2,5r - 2.2","1.2,5r - 2.2",,,, , ,1,2,,Identify whether the stem direction of a note is correct or incorrect. ,1300,2300,3000,-,-
,Song Birds 1,GAM-3400,P.2,P.2,,,,S, ,P,,,Hear and play back random patterns of DO - RE -- pre-staff,-,6,6,6,6
,Song Birds 2,GAM-3420,"P.3,5r","P.3,5r",,,,S, ,P,,,Hear and play back random patterns of DO - RE - MI -- pre-staff,-,7,7,7,7
,Song Birds 3,GAM-3440,"P.7,10r","P.7,10r",,,,S, ,P,,,Hear and play back random patterns of DO - RE - MI - SOL -- pre-staff,-,8,8,7,7
,Song Birds 4,GAM-3460,"P.18,20r - 1.1","P.18,20r - 1.1",,,,S, ,P,1,,Hear and play back random patterns of DO - RE - MI - FA - SOL -- pre-staff,-,9,8,7,7
,Songbirds High and Low,GAM-3480,"P.1,5","P.1,5",,,, , ,P,,,Identify high sounds and low sounds,6,600,600,-,-
,Songbirds Major & minor,GAM-3490,"2.16,19r","2.16,19r",,,, , ,2,,,Aurally identify pentascales as Major or minor,100,500,600,-,-
,Staff Birds 1,GAM-3500,P.8,P.8,,,,S, ,P,,,Hear and play back random patterns of C and D -- birds on staff,-,9,7,-,-
,Staff Birds 2,GAM-3520,P.12,P.12,,,,S, ,P,,,Hear and play back random patterns of C  D  E -- birds on staff,-,10,8,-,-
,Staff Birds 3,GAM-3540,P.13,P.13,,,,S, ,P,,,Hear and play back random patterns of F  G  A -- birds on staff,-,10,8,-,-
,Staff Birds 4,GAM-3560,P.17,P.17,,,,S, ,P,,,Hear and play back random patterns of 4 notes C D E G-- birds on staff,-,10,7,-,-
,Staff Birds 5,GAM-3580,1.14,1.14,,,,S, ,1,,,Hear and play back random patterns of 4 notes F G A C-- birds on staff,-,10,7,-,-
,Staff Birds 6,GAM-3600,1.11,1.11,,,,S, ,1,,,Hear and play back random patterns of 4 notes G A B D-- birds on staff,-,10,7,-,-
,Staff Birds 7,GAM-3620,"1.6,10r","1.6,10r",,,,S, ,1,,,Hear and play back random patterns of 5 notes C D E F G-- birds on staff,-,10,8,-,-
,Staff Birds 8,GAM-3640,"1.13,15r","1.13,15r",,,,S, ,1,,,Hear and play back random patterns of 5 notes G A B C D-- birds on staff,-,10,8,-,-
,Steady As She Goes,GAM-3660,"P.3,5r","P.3,5r",,,, , ,P,,,Hear a portion of a song. Is the beat steady or unsteady?,900,950,1300,-,-
,Step Right Up 1,GAM-3670,P.14,P.14,,,, , ,P,,,Visually identify notes as on lines or spaces ,1300,1800,1800,-,-
,Step Right Up 2,GAM-3680,P.14,P.14,,,, , ,P,,,"Visually identify two notes as a step up, step down and the same ",1300,1800,1800,-,-
,Step Right Up 3,GAM-3690,"P.17,20r - 1.1","P.17,20r - 1.1",,,, , ,P,1,,"Visually identify two notes as a step up, step down or skip up and skip down ",1750,2300,2300,-,-
,Sticky Stockings 1,GAM-3700,"2.2,5r - 3.2","2.2,5r - 3.2",,,, , ,2,3,,"Hear & identify 2nds, 3rds, 4ths & 5ths  - same roots",500,400,2500,-,-
,Sticky Stockings 2,GAM-3710,"4.2,9r","4.2,9r",,,, , ,4,,,"Hear & identify 5ths, 6ths, 7ths and octaves  - same roots",500,400,2500,-,-
,Storm Chasers 1,GAM-3720,"P.1,5r","P.1,5r",,,, , ,P,,,Aurally identify Up and Down,70,900,1000,-,-
,Storm Chasers 2,GAM-3730,"P.6,8r","P.6,8r",,,, , ,P,,,"Up, Down, Same",70,900,1000,-,-
,Storm Chasers 3,GAM-3740,"P.14,17r - 1.3,5r","P.14,17r - 1.3,5r",,,, , ,P,1,,Aurally identify whether a pitch pattern goes up or down by step or up or down by skip,1000,1200,1500,-,-
,Surfin' Rhythms 1,GAM-3790,"3.11,15r","3.11,15r",,,, , ,3,,,See 3 rhythms.  Which one is played? Quarter notes & eighth-note pairs 4/4 & 3/4,1000,1100,1300,-,-
,Surfin' Rhythms 2,GAM-3800,"4.3,5r","4.3,5r",,,, , ,4,,,"Hear a rhythm and choose from 3 written rhythms: quarter note,rest, 8th note pairs",1000,1350,1600,-,-
,Surfin' Scales 1,GAM-3810,"4.11,14r - 5.3,5r","4.11,14r - 5.3,5r",,,, , ,4,5,,"See Major, Natural and Harmonic minor scales-Identify which is played",1000,1100,1400,-,-
,Surfin' Scales 2,GAM-3820,"4.17,20r - 5.14,17r","4.17,20r - 5.14,17r",,,, , ,4,5,,"See Natural, Harmonic and Melodic minor scales-Identify which is played",1000,1100,1400,-,-
,Time Signature Blimp 1,GAM-3830,"P.13,16r - 1.7,10r","P.13,16r - 1.7,10r",,,, , ,P,1,,See a melody and identify the time signature--3-4 and 4-4,1400,1900,1800,-,-
,Time Signature Blimp 2,GAM-3840,"1.14,20r - 2.1","1.14,20r - 2.1",,,, , ,1,2,,"See a melody and identify the time signature--3-4, 4-4, 5-4 and 6-4",1400,1900,2500,-,-
,Triad Launch 1,GAM-3860,"3.11,14r - 4.1","3.11,14r - 4.1",,,, , ,3,4,,Write major triads starting on white keys,1200,1700,2000,-,-
,Triad Launch 2,GAM-3870,"3.11,16r - 4.8,10r","3.11,16r - 4.8,10r",,,, , ,3,4,,Write minor triads starting on white keys,1200,1700,2000,-,-
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,Tropical Triads 1,GAM-3900,"3.16 - 4.8,1r9 - 5.2,5r","3.16 - 4.8,1r9 - 5.2,5r",,,, , ,3,4,5,Identify 4-chord patterns of Major and minor triads aurally and visually,3350,4600,5750,-,-
,,,,,,,,,,,,,,,,,,
,Tumble Triads 1,GAM-3920,"2.16,20r - 3.1","2.16,20r - 3.1",,,, , ,2,3,,Aurally identify chord quality:  Major and minor,1200,1350,2000,-,-
,Tumble Triads 2,GAM-3930,"3.4,5r - 4.1","3.4,5r - 4.1",,,, , ,3,4,,Aurally identify chord quality and answer by clicking the written triad:  Major and minor,1200,1350,2000,-,-
,Tumble Triads 3,GAM-3940,"5.11,14r","5.11,14r",,,, , ,5,,,Aurally identify Major and Augmented triads,1350,1650,1900,-,-
,Tumble Triads 4,GAM-3950,"5.13,17r","5.13,17r",,,, , ,5,,,Aurally identify minor and diminished triads,1350,1650,1800,-,-
,Tumbleweeds 1,GAM-3960,"4.3,7r","4.3,7r",,,, , ,4,,,"Hear I-V7-I, i-V7-i, I-IV-I and i-iv-i and identify whether the progression is Maj or min",1450,1850,1800,-,-
,Undersea Intervals 1,GAM-3970,P.17,P.17,,,, , ,P,,,Name Intervals - steps & skips,none,15,15,-,-
,Undersea Intervals 2,GAM-3980,"1.8,12r","1.8,12r",,,, , ,1,,,Name Intervals - 2nds & 3rds,none,15,15,-,-
,Underwater Clef Hanger,GAM-3990,"2.7,14r - 3.3,10r",X,,,, , ,2,3,,See a note on a line or space. Which clef makes it the displayed letter name?,800,1700,1800,-,-
,,,,,,,,,,,,,,,,,,
,Will Work for Peanuts 1,GAM-4010,"1.8,10r","1.8,10r",,,, , ,1,,,"Visually identify 2nds, 3rds, 4ths, & 5ths on the keyboard",1100,1150,1200,-,-
,Will Work for Peanuts 2,GAM-4020,"2.14,17r - 3.1","2.14,17r - 3.1",,,, , ,2,3,,"Visually identify 5ths, 6ths, 7ths and octaves on the keyboard",1100,1150,1200,-,-
,CLARINET FINGERINGS 1,GAM-5000,X,X,A,,,,,2,3,4,Identify middle C-D-E and choose the correct fingering,,,,,
,PIANO,GAM-5100,X,X,X,,,,,2,3,4,,,,,,
,SAXOPHONE FINGERINGS 1,GAM-5200,X,X,A,,,,,2,3,4,Identify middle C-D-E and choose the correct fingering,,,,,
,TRUMPET FINGERINGS 1,GAM-5300,X,X,A,,,,,2,3,4,Identify middle C-D-E and choose the correct fingering,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,    ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,     ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,Sofege,,,,,,,,,,,,,,,,,
,Float a Note 1 S,GAM-0800,X,"2.2,8r",A,,,S, ,2,,,Name Treble Staff lines and spaces ,1700,1800,3000,-,-
,Float a Note 2 S,GAM-0820,X,"2.3,5r",A,,,S, ,2,,,Name Bass Staff lines and spaces ,1700,1800,3000,-,-
,Grand Staff Alphabet 1 S,GAM-0940,X,"2.6,10r - 3.4",A,,T,S, ,2,3,,Name Grand Staff Lines and Spaces,2000,2800,3000,3300,3300
,Jingle Notes 1 S,GAM-1480,X,"1.14,17r - 2.1",,,,S, ,1,2,,Identify all lines and spaces on the treble staff,2250,2250,3000,4000,4000
,Jingle Notes 2  S,GAM-1500,X,"1.16,20r - 2.3,5r",,,,S, ,1,2,,Identify all lines and spaces on the bass staff.,2250,2250,3000,4000,4000
,Jingle Notes 3 S,GAM-1520,X,"3.8,17r - 4.1,5r - 5.8,15r",,,,S, ,3,4,5,Identify and name three ledger lines above the treble staff,2250,2800,3500,4000,4000
,Jingle Notes 4 S,GAM-1540,X,"3.9,16r - 4.2,19r - 5.9,18r",,,,S, ,3,4,5,Identify and name three ledger lines below the bass staff,2250,2800,3300,4000,4000
,Note Balloons 1 S,GAM-2360,X,P.19,,,,S, ,P,,,Identify Treble CDEFG,300,300,3000,-,-
,Note Balloons 2 S,GAM-2380,X,1.2,,,,S, ,1,,,Identify Treble & Bass CDEFG ,300,400,4000,-,-
,Note Flakes 1 S,GAM-2400,X,3.7,,,,S, ,3,,,Read and name all treble notes, - ,1850,2500,,
,Note Flakes 2 S,GAM-2420,X,"3.11,15r",,,,S, ,3,,,See several notes on bass staff.  Which note is the letter shown?,-,1850,2500,,
,Page Turner 2 S,GAM-2570,X,"P.19 - 1.2,5r",,,,S, ,P,1,,Read and play notes from the Bass C pentascale,2250,2800,3250,3500,3500
,Page Turner 3 S,GAM-2600,X,"P.19 - 1.3,8r",,,,S, ,P,1,,Read and play the notes Middle C down to F ,2250,2800,3250,3500,3500
,Page Turner 4 S,GAM-2630,X,1.9,,,,S, ,1,,,Read and play the notes of the Treble G Major pentascale-GABCD,1850,1850,2700,-,-
,Page Turner 5 S,GAM-2650,X,"1.12,15r",,,,S, ,1,,,Read and play the notes of the Bass G Major pentascale-GABCD,1850,1850,2700,-,-
,Page Turner 6 S,GAM-2670,X,"1.16,18r - 2.8,15r",,,,S, ,1,2,,Read and play the notes of the middle G Major pentascale-GABCD,1850,1850,2700,-,-
,Underwater Clef Hanger 1 S,GAM-4000,X,"2.7,14r - 3.3,10r",,,,S, ,2,3,,See a note on a line or space. Which clef makes it the displayed letter name?,800,1700,1800,-,-
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,New Games,,,,,,,,,,,,,,,,,
,Pitch Detective 3,GAM-2900, - ,New game,X,,, , ,5,6,, - , - , - , - , - , - 
,Pitch Detective 4,GAM-2910, - ,New game,X,,, , ,5,6,, -, - , - , - , - , - 
,Rhythm Math 5,GAM-3010, ,New game,X,,, , ,5,,, - , - , - , - , - , - 
,Triad Launch 3,GAM-3880, - ,New game,X,,, , ,,,, - , - , - , - , - , - 
,Triad Launch 4,GAM-3890, - ,New game,X,,, , ,,,, - , - , - , - , - , - 
,Tropical Triads 2,GAM-3910, - ,New game,X,,, , ,,,, - , - , - , - , - , - 
