,,,,
,3060,GAM-3060,Rhythm Pop 1,"How many beats?  Quarter, half, and whole notes"
,3070,GAM-3070,Rhythm Pop 1A,"How many beats?  Quarter, half, dotted half and whole notes"
,3080,GAM-3080,Rhythm Pop 2,"How many beats?  Quarter, half, dotted half and whole notes, and quarter rests "
,3090,GAM-3090,Rhythm Pop 3,How many beats? - Adds half and whole rests and ties 
,3100,GAM-3100,Rhythm Pop 4,"How many beats? - Adds dotted quarter, eighth note & rest, plus eighth-note pairs"
,3110,GAM-3110,Rhythm Pop 5,How many beats? - note values in 3-8 and 6-8
,3120,GAM-3120,Rhythm Rally 1,Which one-measure rhythm is played?  Quarter notes and quarter rests
,3130,GAM-3130,Rhythm Rally 1A,Which one-measure rhythm is played?  Quarter notes and half notes
,3140,GAM-3140,Rhythm Rally 2,"Which one-measure rhythm is played?  Quarter, half, dotted half and whole notes. "
,3150,GAM-3150,Rhythm Regatta 1,"See 2 rhythms, choose which one you hear.  Quarter, half, dotted half, whole notes."
,3160,GAM-3160,Rhythm Regatta 2,"See 2 rhythms, choose which one you hear.  Quarter notes and rests, half notes and rests. "
,3170,GAM-3170,Rhythm Regatta 3,Hear a rhythm and choose which notated pattern was played.Quarter notes and eighth-note pairs
,3180,GAM-3180,Rhythm Regatta 4,Which one-measure rhythm is played?  Quarter tied to eighth-note pairs
,3190,GAM-3190,Rhythm Regatta 5,"Hear a rhythm and choose which notated pattern was played.Quarter notes, dotted quarter- eighth-notes"
,3200,GAM-3200,Rhythm Riff 1,"See a rhythm.  Hear 5 rhythms. Which one is played? Include triplets, 16th patterns"
,3210,GAM-3210,Rhythm Rockets 1,"See a rhythm, then choose from 4 rhythms you hear: Quarter notes & rests"
,3220,GAM-3220,Rhythm Rockets 2,"Hear, then identify patterns of quarter notes and eighth-note pairs"
,3230,GAM-3230,Rhythm Rockets 3,"Hear then identify patterns of quarter notes, dotted quarter notes, eighths & eighth-note pairs"
,3240,GAM-3240,Rhythm Rockets 4,Hear 4 rhythms and choose which one matches the written rhythm - triplets
,3250,GAM-3250,Rhythm Rockets 5,Hear 4 rhythms and choose which one matches the written rhythm - 16th-note patterns
,3260,GAM-3260,Rhythm Writer 1,Place Barlines in the right places in 4-4 time
,3270,GAM-3270,Rhythm Writer 2,"Add the beats in a measure, then drag the one note that completes the measure"
,3280,GAM-3280,Rhythm Writer 3,Place Barlines and do the math in 4-4 time
,3290,GAM-3290,Rhythm Writer 4,Place the barlines in 3-4 and 4-4 rhythms with eighth-note syncopation
,3300,GAM-3300,Rhythm Writer 5,Place the barlines in 3-8 rhythms
,3310,GAM-3310,Rhythm Writer 6,Place the barlines in 6-8 rhythms
,3320,GAM-3320,Scale Family Picnic 1,Write Major scales through 4 sharps by placing the sharps
,3330,GAM-3330,Scale Family Picnic 2,Write Major scales through 4 flats by placing the flats
,3340,GAM-3340,Scale Family Picnic 3,"Write C, G, D & F Major scales and a, e, d & b natural minor scales"
,3350,GAM-3350,Scale Family Picnic 4,"Write a, e, d and b minor natural & harmonic minor scales"
,3360,GAM-3360,Smiley & Friends-Rhythm 1,Aural matching of quarter note and quarter rest patterns.
,3370,GAM-3370,Smiley and Friends 1,Hear Tunes -- Same or different
,3380,GAM-3380,Smiley and Friends 2,Hear Two note patterns -- Same or different?
,3390,GAM-3390,Snowball Stems 1,Identify whether the stem direction of a note is correct or incorrect. 
,3400,GAM-3400,Song Birds 1,Hear and play back random patterns of DO - RE -- pre-staff
,3410,GAM-3410,Song Birds 1,0
,3420,GAM-3420,Song Birds 2,Hear and play back random patterns of DO - RE - MI -- pre-staff
,3430,GAM-3430,Song Birds 2,0
,3440,GAM-3440,Song Birds 3,Hear and play back random patterns of DO - RE - MI - SOL -- pre-staff
,3450,GAM-3450,Song Birds 3,0
,3460,GAM-3460,Song Birds 4,Hear and play back random patterns of DO - RE - MI - FA - SOL -- pre-staff
,3470,GAM-3470,Song Birds 4,0
,3480,GAM-3480,Songbirds High and Low,Identify high sounds and low sounds
,3490,GAM-3490,Songbirds Major & minor,Aurally identify pentascales as Major or minor
,3500,GAM-3500,Staff Birds 1,Hear and play back random patterns of C and D -- birds on staff
,3510,GAM-3510,Staff Birds 1,0
,3520,GAM-3520,Staff Birds 2,Hear and play back random patterns of C  D  E -- birds on staff
,3530,GAM-3530,Staff Birds 2,0
,3540,GAM-3540,Staff Birds 3,Hear and play back random patterns of F  G  A -- birds on staff
,3550,GAM-3550,Staff Birds 3,0
,3560,GAM-3560,Staff Birds 4,Hear and play back random patterns of 4 notes C D E G-- birds on staff
,3570,GAM-3570,Staff Birds 4,0
,3580,GAM-3580,Staff Birds 5,Hear and play back random patterns of 4 notes F G A C-- birds on staff
,3590,GAM-3590,Staff Birds 5,0
,3600,GAM-3600,Staff Birds 6,Hear and play back random patterns of 4 notes G A B D-- birds on staff
,3610,GAM-3610,Staff Birds 6,0
,3620,GAM-3620,Staff Birds 7,Hear and play back random patterns of 5 notes C D E F G-- birds on staff
,3630,GAM-3630,Staff Birds 7,0
,3640,GAM-3640,Staff Birds 8,Hear and play back random patterns of 5 notes G A B C D-- birds on staff
,3650,GAM-3650,Staff Birds 8,0
,3660,GAM-3660,Steady As She Goes,Hear a portion of a song. Is the beat steady or unsteady?
,3670,GAM-3670,Step Right Up 1,Visually identify notes as on lines or spaces 
,3680,GAM-3680,Step Right Up 2,"Visually identify two notes as a step up, step down and the same "
,3690,GAM-3690,Step Right Up 3,"Visually identify two notes as a step up, step down or skip up and skip down "
,3700,GAM-3700,Sticky Stockings 1,"Hear & identify 2nds, 3rds, 4ths & 5ths  - same roots"
,3710,GAM-3710,Sticky Stockings 2,"Hear & identify 5ths, 6ths, 7ths and octaves  - same roots"
,3720,GAM-3720,Storm Chasers 1,Aurally identify Up and Down
,3730,GAM-3730,Storm Chasers 2,"Up, Down, Same"
,3740,GAM-3740,Storm Chasers 3,Aurally identify whether a pitch pattern goes up or down by step or up or down by skip
,3750,GAM-3750,Super Monkey Intervals 1,"Hear, then play 2nds through 5ths on the onscreen keyboard - C Major pentascale"
,3760,GAM-3760,MIDI Super Monkey Intervals 1,"Hear, then play 2nds through 5ths on a MIDI keyboard - C Major pentascale"
,3770,GAM-3770,Super Monkey Intervals 2,"Hear, then play 2nds through 5ths on the onscreen keyboard - bass G Major pentascale"
,3780,GAM-3780,MIDI Super Monkey Intervals 2,"Hear, then play 2nds through 5ths on a MIDI keyboard - bass G Major pentascale"
,3790,GAM-3790,Surfin' Rhythms 1,See 3 rhythms.  Which one is played? Quarter notes & eighth-note pairs 4/4 & 3/4
,3800,GAM-3800,Surfin' Rhythms 2,"Hear a rhythm and choose from 3 written rhythms: quarter note,rest, 8th note pairs"
,3810,GAM-3810,Surfin' Scales 1,"See Major, Natural and Harmonic minor scales-Identify which is played"
,3820,GAM-3820,Surfin' Scales 2,"See Natural, Harmonic and Melodic minor scales-Identify which is played"
,3830,GAM-3830,Time Signature Blimp 1,See a melody and identify the time signature--3-4 and 4-4
,3840,GAM-3840,Time Signature Blimp 2,"See a melody and identify the time signature--3-4, 4-4, 5-4 and 6-4"
,3850,GAM-3850,Tommy Tiger's 2's & 3's,Identify the groups of 2 and 3 black keys on the keyboard
,3860,GAM-3860,Triad Launch 1,Write major triads starting on white keys
,3870,GAM-3870,Triad Launch 2,Write minor triads starting on white keys
,3880,GAM-3880,Triad Launch 3, - 
,3890,GAM-3890,Triad Launch 4, - 
,3900,GAM-3900,Tropical Triads 1,Identify 4-chord patterns of Major and minor triads aurally and visually
,3910,GAM-3910,Tropical Triads 2, - 
,3920,GAM-3920,Tumble Triads 1,Aurally identify chord quality:  Major and minor
,3930,GAM-3930,Tumble Triads 2,Aurally identify chord quality and answer by clicking the written triad:  Major and minor
,3940,GAM-3940,Tumble Triads 3,Aurally identify Major and Augmented triads
,3950,GAM-3950,Tumble Triads 4,Aurally identify minor and diminished triads
,3960,GAM-3960,Tumbleweeds 1,"Hear I-V7-I, i-V7-i, I-IV-I and i-iv-i and identify whether the progression is Maj or min"
,3970,GAM-3970,Undersea Intervals 1,Name Intervals - steps & skips
,3980,GAM-3980,Undersea Intervals 2,Name Intervals - 2nds & 3rds
,3990,GAM-3990,Underwater Clef Hanger,See a note on a line or space. Which clef makes it the displayed letter name?
,4000,GAM-4000,Underwater Clef Hanger 1,0
,4010,GAM-4010,Will Work for Peanuts 1,"Visually identify 2nds, 3rds, 4ths, & 5ths on the keyboard"
,4020,GAM-4020,Will Work for Peanuts 2,"Visually identify 5ths, 6ths, 7ths and octaves on the keyboard"
,,0,0,0
,,0,0,0
,,0,0,0
,,0,0,0
