,LIFE,,,Level 4,,,,,,,,,Assignment 7,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LIFE,,,Level 4,,,,,,,,,Assignment 8,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LIFE,,,Level 4,,,,,,,,,Assignment 9,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LIFE,,,Level 4,,,,,,,,,Assignment 10,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LIFE,,,Level 4,,,,,,,,,Assignment 11,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LIFE,,,Level 4,,,,,,,,,Assignment 12,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LIFE,,,Level 4,,,,,,,,,Assignment 13,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LIFE,,,Level 4,,,,,,,,,Assignment 14,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LIFE,,,Level 4,,,,,,,,,Assignment 15,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LIFE,,,Level 4,,,,,,,,,Assignment 16,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LIFE,,,Level 4,,,,,,,,,Assignment 17,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LIFE,,,Level 4,,,,,,,,,Assignment 18,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LIFE,,,Level 4,,,,,,,,,Assignment 19,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LIFE,,,Level 4,,,,,,,,,Assignment 20,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LIFE,,,Level 5,,,,,,,,,Assignment 1,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LIFE,,,Level 5,,,,,,,,,Assignment 2,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LIFE,,,Level 5,,,,,,,,,Assignment 3,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LIFE,,,Level 5,,,,,,,,,Assignment 4,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LIFE,,,Level 5,,,,,,,,,Assignment 5,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LIFE,,,Level 5,,,,,,,,,Assignment 6,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LIFE,,,Level 5,,,,,,,,,Assignment 7,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LIFE,,,Level 5,,,,,,,,,Assignment 8,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LIFE,,,Level 5,,,,,,,,,Assignment 9,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LIFE,,,Level 5,,,,,,,,,Assignment 10,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LIFE,,,Level 5,,,,,,,,,Assignment 11,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LIFE,,,Level 5,,,,,,,,,Assignment 12,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LIFE,,,Level 5,,,,,,,,,Assignment 13,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LIFE,,,Level 5,,,,,,,,,Assignment 14,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LIFE,,,Level 5,,,,,,,,,Assignment 15,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LIFE,,,Level 5,,,,,,,,,Assignment 16,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LIFE,,,Level 5,,,,,,,,,Assignment 17,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LIFE,,,Level 5,,,,,,,,,Assignment 18,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LIFE,,,Level 5,,,,,,,,,Assignment 19,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LIFE,,,Level 5,,,,,,,,,Assignment 20,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LIFE,,,Level 6,,,,,,,,,Assignment 1,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LIFE,,,Level 6,,,,,,,,,Assignment 2,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LIFE,,,Level 6,,,,,,,,,Assignment 3,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LIFE,,,Level 6,,,,,,,,,Assignment 4,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LIFE,,,Level 6,,,,,,,,,Assignment 5,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LIFE,,,Level 6,,,,,,,,,Assignment 6,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LIFE,,,Level 6,,,,,,,,,Assignment 7,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LIFE,,,Level 6,,,,,,,,,Assignment 8,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LIFE,,,Level 6,,,,,,,,,Assignment 9,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LIFE,,,Level 6,,,,,,,,,Assignment 10,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LIFE,,,Level 6,,,,,,,,,Assignment 11,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LIFE,,,Level 6,,,,,,,,,Assignment 12,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LIFE,,,Level 6,,,,,,,,,Assignment 13,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LIFE,,,Level 6,,,,,,,,,Assignment 14,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LIFE,,,Level 6,,,,,,,,,Assignment 15,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LIFE,,,Level 6,,,,,,,,,Assignment 16,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LIFE,,,Level 6,,,,,,,,,Assignment 17,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LIFE,,,Level 6,,,,,,,,,Assignment 18,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LIFE,,,Level 6,,,,,,,,,Assignment 19,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LIFE,,,Level 6,,,,,,,,,Assignment 20,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
